wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
wn:15264726n,bn:00000627n,,accelerando,A gradually increasing tempo of music,YES,,
wn:15264726n,bn:00000627n,,halo,A gradually increasing tempo of music,YES,,
wn:15264726n,bn:00000627n,,nightfall,A gradually increasing tempo of music,YES,,
wn:15264726n,bn:00000627n,,accelenrando,A gradually increasing tempo of music,YES,,
wn:15264726n,bn:00000627n,,lobsters,A gradually increasing tempo of music,YES,,
wn:15264726n,bn:00000627n,,survivor,A gradually increasing tempo of music,YES,,
wn:14377830n,bn:00000968n,,auditory_hallucination,Illusory auditory perception of strange nonverbal sounds,YES,,
wn:14377830n,bn:00000968n,,acousma,Illusory auditory perception of strange nonverbal sounds,YES,,
wn:14377830n,bn:00000968n,,paracusia,Illusory auditory perception of strange nonverbal sounds,YES,,
wn:14377830n,bn:00000968n,,auditory_hallucinations,Illusory auditory perception of strange nonverbal sounds,YES,,
wn:14377830n,bn:00000968n,,audio_hallucination,Illusory auditory perception of strange nonverbal sounds,YES,,
wn:14377830n,bn:00000968n,,auditory_verbal_hallucinations,Illusory auditory perception of strange nonverbal sounds,YES,,
wn:14377830n,bn:00000968n,,voice_hearing,Illusory auditory perception of strange nonverbal sounds,YES,,
wn:11425401n,bn:00000980n,,acoustic_phenomenon,A physical phenomenon associated with the production or transmission of sound,YES,,
wn:2676097n,bn:00000972n,,acoustic_delay_line,A delay line based on the time of propagation of sound waves,YES,,
wn:2676097n,bn:00000972n,,sonic_delay_line,A delay line based on the time of propagation of sound waves,YES,,
wn:2676261n,bn:00000973n,,acoustic_device,A device for amplifying or transmitting sound,YES,,
wn:11512331n,bn:00000982n,,sound_projection,The acoustic phenomenon that gives sound a penetrating quality,YES,,
wn:11512331n,bn:00000982n,,acoustic_projection,The acoustic phenomenon that gives sound a penetrating quality,YES,,
wn:11512331n,bn:00000982n,,projection,The acoustic phenomenon that gives sound a penetrating quality,YES,,
wn:5100866n,bn:00000981n,,sound_pressure_level,The physical intensity of sound,YES,,
wn:5100866n,bn:00000981n,,acoustic_power,The physical intensity of sound,YES,,
wn:5100866n,bn:00000981n,,acoustic_level,The physical intensity of sound,YES,,
wn:11504478n,bn:00000976n,,acoustic_impedance,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,acoustic_reactance,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,acoustic_resistance,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,characteristic_acoustic_impedance,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,characteristic_impedance_of_a_medium_for_longitudinal_waves,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,characteristic_impedance_of_a_medium,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,acoustical_impedance,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,characteristic_specific_acoustic_impedance,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,radiation_impedence,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,impedance_curve,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,sound_impedance,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,volume_velocity,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:11504478n,bn:00000976n,,specific_acoustic_impedance,Opposition to the flow of sound through a surface; acoustic resistance is the real component of acoustic impedance and acoustic reactance is the imaginary component,YES,,
wn:9763668n,bn:00000987n,,acoustician,A physicist who specializes in acoustics,YES,,
wn:5100981n,bn:00000983n,,acoustic_radiation_pressure,(acoustics) the pressure exerted on a surface normal to the direction of propagation of a sound wave,YES,,
wn:5248667n,bn:00000977n,,ear_canal,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,external_auditory_canal,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,auditory_canal,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,acoustic_meatus,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,external_auditory_meatus,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,auditory_meatus,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,external_acoustic_meatus,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,meatus_acusticus_externus,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,ear_canals,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,external_ear_canal,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,external_acoustic_meatis,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,external_ear_canals,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:5248667n,bn:00000977n,,external_acoustic_canal,Either of the passages in the outer ear from the auricle to the tympanic membrane,YES,,
wn:11510714n,bn:00000984n,,sound_spectrum,The distribution of energy as a function of frequency for a particular sound source,YES,,
wn:11510714n,bn:00000984n,,acoustic_spectrum,The distribution of energy as a function of frequency for a particular sound source,YES,,
wn:14384227n,bn:00000988n,,phonophobia,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,acousticophobia,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,sonophobia,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,fear_of_sounds,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,phonophobe,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,aversion_to_sounds,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,ligyrophobia,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,fear_of_noise,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,hypersensitivity_to_sounds,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,fear_of_voices,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,fear_of_loud_sounds,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,phono_phobia,A morbid fear of sounds including your own voice,YES,,
wn:14384227n,bn:00000988n,,phonobia,A morbid fear of sounds including your own voice,YES,,
wn:6094774n,bn:00000989n,,acoustics,The study of the physical properties of sound,YES,,
wn:6094774n,bn:00000989n,,acoustical_science,The study of the physical properties of sound,YES,,
wn:6094774n,bn:00000989n,,acoustic_sensor,The study of the physical properties of sound,YES,,
wn:6094774n,bn:00000989n,,acoustical_data,The study of the physical properties of sound,YES,,
wn:6094774n,bn:00000989n,,acoustical,The study of the physical properties of sound,YES,,
wn:6094774n,bn:00000989n,,history_of_acoustics,The study of the physical properties of sound,YES,,
wn:6094774n,bn:00000989n,,acoustic_measurements_and_instrumentation,The study of the physical properties of sound,YES,,
wn:6094774n,bn:00000989n,,subdisciplines_of_acoustics,The study of the physical properties of sound,YES,,
wn:6094774n,bn:00000989n,,acustica,The study of the physical properties of sound,YES,,
wn:6094774n,bn:00000989n,,mechanical_radiation,The study of the physical properties of sound,YES,,
wn:7347224n,bn:00000986n,,sound_wave,(acoustics) a wave that transmits sound,YES,,
wn:7347224n,bn:00000986n,,acoustic_wave,(acoustics) a wave that transmits sound,YES,,
wn:7347224n,bn:00000986n,,sound_propagation,(acoustics) a wave that transmits sound,YES,,
wn:7347224n,bn:00000986n,,sound,(acoustics) a wave that transmits sound,YES,,
wn:7347224n,bn:00000986n,,pressure_wave,(acoustics) a wave that transmits sound,YES,,
wn:526259n,bn:00001238n,,adagio,A slow section of a pas de deux requiring great skill and strength by the dancers,YES,,
wn:7126521n,bn:00002139n,,hem,"The utterance of a sound similar to clearing the throat; intended to get attention, express hesitancy, fill a pause, hide embarrassment, warn a friend, etc.",YES,,
wn:7126521n,bn:00002139n,,ahem,"The utterance of a sound similar to clearing the throat; intended to get attention, express hesitancy, fill a pause, hide embarrassment, warn a friend, etc.",YES,,
wn:6803023n,bn:00002201n,,air_alert,The warning signal that begins a period of preparation for an enemy air attack,YES,,
wn:2689748n,bn:00002234n,,air_horn,A pneumatic horn,YES,,
wn:2689748n,bn:00002234n,,goal_horn,A pneumatic horn,YES,,
wn:2689748n,bn:00002234n,,handy_horn,A pneumatic horn,YES,,
wn:2689748n,bn:00002234n,,rape_horn,A pneumatic horn,YES,,
wn:2689748n,bn:00002234n,,gas_horn,A pneumatic horn,YES,,
wn:2689748n,bn:00002234n,,airhorn,A pneumatic horn,YES,,
wn:7265886n,bn:00002414n,,alarm_bell,The sound of an alarm (usually a bell),YES,,
wn:7265886n,bn:00002414n,,tocsin,The sound of an alarm (usually a bell),YES,,
wn:6804097n,bn:00002798n,,all_clear,A signal (usually a siren) that danger is over,YES,,
wn:4986637n,bn:00003148n,,alto,(of a musical instrument) the second highest instrument in a family of musical instruments,YES,,
wn:4986526n,bn:00003149n,,alto,The pitch range of the lowest female voice,YES,,
wn:7046030n,bn:00003327n,,plagal_cadence,A cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic,YES,,
wn:7046030n,bn:00003327n,,amen_cadence,A cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic,YES,,
wn:2710324n,bn:00004023n,,anechoic_chamber,A chamber having very little reverberation,YES,,
wn:7446744n,bn:00004083n,,angelus_bell,The sound of a bell rung in Roman Catholic churches to announce the time when the Angelus should be recited,YES,,
wn:7446744n,bn:00004083n,,angelus,The sound of a bell rung in Roman Catholic churches to announce the time when the Angelus should be recited,YES,,
wn:7034516n,bn:00004715n,,antiphonary,Bound collection of antiphons,YES,,
wn:7034516n,bn:00004715n,,antiphonal,Bound collection of antiphons,YES,,
wn:7034516n,bn:00004715n,,antiphonaries,Bound collection of antiphons,YES,,
wn:7034516n,bn:00004715n,,antiphoner,Bound collection of antiphons,YES,,
wn:7034516n,bn:00004715n,,vesperale_romanum,Bound collection of antiphons,YES,,
wn:7034516n,bn:00004715n,,antiphonel,Bound collection of antiphons,YES,,
wn:541972n,bn:00004828n,,apache_devil_dance,A ritual dance of the Apache,YES,,
wn:530386n,bn:00004827n,,apache_dance,A violent fast dance in French vaudeville (an apache is a member of the French underworld),YES,,
wn:530386n,bn:00004827n,,apache,A violent fast dance in French vaudeville (an apache is a member of the French underworld),YES,,
wn:530386n,bn:00004827n,,la_danse_apache,A violent fast dance in French vaudeville (an apache is a member of the French underworld),YES,,
wn:530386n,bn:00004827n,,apache_turn,A violent fast dance in French vaudeville (an apache is a member of the French underworld),YES,,
wn:530386n,bn:00004827n,,tough_dance,A violent fast dance in French vaudeville (an apache is a member of the French underworld),YES,,
wn:530386n,bn:00004827n,,bowery_waltz,A violent fast dance in French vaudeville (an apache is a member of the French underworld),YES,,
wn:9926088n,bn:00005052n,,applauder,Someone who applauds,YES,,
wn:9926088n,bn:00005052n,,clapper,Someone who applauds,YES,,
wn:9926088n,bn:00005052n,,whip,Someone who applauds,YES,,
wn:9926088n,bn:00005052n,,slapstick,Someone who applauds,YES,,
wn:5081802n,bn:00005256n,,arabesque,Position in which the dancer has one leg raised behind and arms outstretched in a conventional pose,YES,,
wn:5081802n,bn:00005256n,,arabesque_penché,Position in which the dancer has one leg raised behind and arms outstretched in a conventional pose,YES,,
wn:5081802n,bn:00005256n,,arabesque_penchée,Position in which the dancer has one leg raised behind and arms outstretched in a conventional pose,YES,,
wn:9813126n,bn:00006186n,,artiste,A public performer (a dancer or singer),YES,,
wn:236953n,bn:00006998n,,attack,A decisive manner of beginning a musical tone or phrase,YES,,
wn:236953n,bn:00006998n,,tone-beginning,A decisive manner of beginning a musical tone or phrase,YES,,
wn:10165448n,bn:00007019n,,hearer,Someone who listens attentively,YES,,
wn:10165448n,bn:00007019n,,listener,Someone who listens attentively,YES,,
wn:10165448n,bn:00007019n,,auditor,Someone who listens attentively,YES,,
wn:10165448n,bn:00007019n,,attender,Someone who listens attentively,YES,,
wn:5018934n,bn:00007094n,,audibility,Quality or fact or degree of being audible or perceptible by the ear,YES,,
wn:5018934n,bn:00007094n,,audibleness,Quality or fact or degree of being audible or perceptible by the ear,YES,,
wn:2756751n,bn:00007104n,,audio,The sound elements of television,YES,,
wn:2756977n,bn:00007109n,,audiocassette,A cassette for audiotape,YES,,
wn:2756854n,bn:00007105n,,audio_amplifier,An amplifier that increases the amplitude of reproduced sound,YES,,
wn:2756854n,bn:00007105n,,amplifier,An amplifier that increases the amplitude of reproduced sound,YES,,
wn:5056386n,bn:00007102n,,audio_frequency,An audible acoustic wave frequency,YES,,
wn:5056386n,bn:00007102n,,audio,An audible acoustic wave frequency,YES,,
wn:5056386n,bn:00007102n,,audible_frequency,An audible acoustic wave frequency,YES,,
wn:5056386n,bn:00007102n,,sound_frequency,An audible acoustic wave frequency,YES,,
wn:5056386n,bn:00007102n,,audio-frequency,An audible acoustic wave frequency,YES,,
wn:5056386n,bn:00007102n,,af,An audible acoustic wave frequency,YES,,
wn:5056386n,bn:00007102n,,audio_frequencies,An audible acoustic wave frequency,YES,,
wn:2757061n,bn:00007106n,,audio_cd,Compact discs used to reproduce sound (voice and music),YES,,
wn:2757061n,bn:00007106n,,audio_compact_disc,Compact discs used to reproduce sound (voice and music),YES,,
wn:5300675n,bn:00007126n,,auditory_apparatus,All of the components of the organ of hearing including the outer and middle and inner ears,YES,,
wn:5463873n,bn:00007128n,,auditory_center,The part of the brain (in a fold of the cerebral cortex of the temporal lobe on both sides of the brain) that receives impulses from the ear by way of the auditory nerve,YES,,
wn:5277941n,bn:00007132n,,auditory_ossicle,Ossicles of the middle ear that transmit acoustic vibrations from the eardrum to the inner ear,YES,,
wn:5488223n,bn:00007127n,,auditory_cortex,The cortical area that receives auditory information from the medial geniculate body,YES,,
wn:5488223n,bn:00007127n,,primary_auditory_cortex,The cortical area that receives auditory information from the medial geniculate body,YES,,
wn:5488223n,bn:00007127n,,auditory_area,The cortical area that receives auditory information from the medial geniculate body,YES,,
wn:5488223n,bn:00007127n,,a1,The cortical area that receives auditory information from the medial geniculate body,YES,,
wn:5488223n,bn:00007127n,,secondary_auditory_cortex,The cortical area that receives auditory information from the medial geniculate body,YES,,
wn:5488223n,bn:00007127n,,posterior_transverse_temporal_area_42,The cortical area that receives auditory information from the medial geniculate body,YES,,
wn:5488223n,bn:00007127n,,anterior_transverse_temporal_area_41,The cortical area that receives auditory information from the medial geniculate body,YES,,
wn:5488223n,bn:00007127n,,auditory_processing,The cortical area that receives auditory information from the medial geniculate body,YES,,
wn:14551321n,bn:00007130n,,hyperacusis,Abnormal acuteness of hearing due to increased irritability of the sensory neural mechanism; characterized by intolerance for ordinary sound levels,YES,,
wn:14551321n,bn:00007130n,,hyperacusia,Abnormal acuteness of hearing due to increased irritability of the sensory neural mechanism; characterized by intolerance for ordinary sound levels,YES,,
wn:14551321n,bn:00007130n,,auditory_hyperesthesia,Abnormal acuteness of hearing due to increased irritability of the sensory neural mechanism; characterized by intolerance for ordinary sound levels,YES,,
wn:14551321n,bn:00007130n,,hyperacousis,Abnormal acuteness of hearing due to increased irritability of the sensory neural mechanism; characterized by intolerance for ordinary sound levels,YES,,
wn:2758134n,bn:00007124n,,auditorium,The area of a theater or concert hall where the audience sits,YES,,
wn:2758134n,bn:00007124n,,auditoriums,The area of a theater or concert hall where the audience sits,YES,,
wn:2758134n,bn:00007124n,,auditoria,The area of a theater or concert hall where the audience sits,YES,,
wn:2758134n,bn:00007124n,,auditorium_site,The area of a theater or concert hall where the audience sits,YES,,
wn:2758134n,bn:00007124n,,imperial_box,The area of a theater or concert hall where the audience sits,YES,,
wn:2758134n,bn:00007124n,,screens,The area of a theater or concert hall where the audience sits,YES,,
wn:2758134n,bn:00007124n,,continental_seating,The area of a theater or concert hall where the audience sits,YES,,
wn:5657718n,bn:00007120n,,hearing,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,auditory_sense,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,sense_of_hearing,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,audition,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,auditory_modality,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,human_hearing,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,auditive_perception,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,hear,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,hearing_protection,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,art_of_listenning,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,aural,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,auditory_perception,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,audioception,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,ear_protection_device,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,ear_protective_devices,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,ear_protective_device,The ability to hear; the auditory faculty,YES,,
wn:5657718n,bn:00007120n,,underwater_hearing,The ability to hear; the auditory faculty,YES,,
wn:2761834n,bn:00007377n,,hooter,A device on an automobile for making a warning noise,YES,,
wn:2761834n,bn:00007377n,,automobile_horn,A device on an automobile for making a warning noise,YES,,
wn:2761834n,bn:00007377n,,horn,A device on an automobile for making a warning noise,YES,,
wn:2761834n,bn:00007377n,,car_horn,A device on an automobile for making a warning noise,YES,,
wn:2761834n,bn:00007377n,,motor_horn,A device on an automobile for making a warning noise,YES,,
wn:13713521n,bn:00007596n,,bel,A logarithmic unit of sound intensity equal to 10 decibels,YES,,
wn:13713521n,bn:00007596n,,b,A logarithmic unit of sound intensity equal to 10 decibels,YES,,
wn:2834027n,bn:00007601n,,licorice_stick,The ordinary clarinet with a middle range,YES,,
wn:2834027n,bn:00007601n,,b-flat_clarinet,The ordinary clarinet with a middle range,YES,,
wn:7376168n,bn:00007613n,,baa,The cry made by sheep,YES,,
wn:379993n,bn:00007635n,,babel,A confusion of voices and other sounds,YES,,
wn:2766792n,bn:00007665n,,parlor_grand_piano,A small grand piano,YES,,
wn:2766792n,bn:00007665n,,parlor_grand,A small grand piano,YES,,
wn:2766792n,bn:00007665n,,baby_grand_piano,A small grand piano,YES,,
wn:2766792n,bn:00007665n,,parlour_grand,A small grand piano,YES,,
wn:2766792n,bn:00007665n,,parlour_grand_piano,A small grand piano,YES,,
wn:2766792n,bn:00007665n,,baby_grand,A small grand piano,YES,,
wn:7408621n,bn:00007775n,,backfire,A loud noise made by the explosion of fuel in the manifold or exhaust of an internal combustion engine,YES,,
wn:7430770n,bn:00007789n,,background_noise,Extraneous noise contaminating sound measurements that cannot be separated from the desired signal,YES,,
wn:7430770n,bn:00007789n,,ground_noise,Extraneous noise contaminating sound measurements that cannot be separated from the desired signal,YES,,
wn:7430770n,bn:00007789n,,ambient_noise,Extraneous noise contaminating sound measurements that cannot be separated from the desired signal,YES,,
wn:5098620n,bn:00007788n,,background_level,The amplitude level of the undesired background noise,YES,,
wn:5098620n,bn:00007788n,,noise_level,The amplitude level of the undesired background noise,YES,,
wn:8253268n,bn:00008123n,,ball,The people assembled at a lavish formal dance,YES,,
wn:7448885n,bn:00008128n,,ball,A lavish dance requiring formal attire,YES,,
wn:7448885n,bn:00008128n,,formal,A lavish dance requiring formal attire,YES,,
wn:7448885n,bn:00008128n,,ball_dance,A lavish dance requiring formal attire,YES,,
wn:7448885n,bn:00008128n,,balls,A lavish dance requiring formal attire,YES,,
wn:7448885n,bn:00008128n,,charity_ball,A lavish dance requiring formal attire,YES,,
wn:7448885n,bn:00008128n,,society_ball,A lavish dance requiring formal attire,YES,,
wn:9835017n,bn:00008170n,,ballet_mistress,A woman who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834592n,bn:00008164n,,ballerina,A female ballet dancer,YES,,
wn:9834592n,bn:00008164n,,danseuse,A female ballet dancer,YES,,
wn:5080382n,bn:00008171n,,ballet_position,Classical position of the body and especially the feet in ballet,YES,,
wn:9834885n,bn:00008169n,,ballet_master,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,premier_maître_de_ballet,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,premier_maitre_de_ballet,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,balletmaster,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,maitre_de_ballet,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,maître_de_ballet,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,premier_maitre_de_ballet_en_chef,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,maître_de_ballet_en_chef,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,maitre_de_ballet_en_chef,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,balletmasters,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,premier_maître_de_ballet_en_chef,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,ballet_mistresses,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,paul_talgioni,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,maría_de_ávila,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,ballet_masters,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,paul_taglioni,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9834885n,bn:00008169n,,maria_de_avila,A man who directs and teaches and rehearses dancers for a ballet company,YES,,
wn:9835153n,bn:00008173n,,balletomane,A ballet enthusiast,YES,,
wn:8187707n,bn:00008167n,,ballet_company,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_france,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_canada,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_denmark,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_korea,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_sweden,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_china,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_italy,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_switzerland,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_the_philippines,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_australia,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies_in_the_united_kingdom,A company that produces ballets,YES,,
wn:8187707n,bn:00008167n,,ballet_companies,A company that produces ballets,YES,,
wn:9834699n,bn:00008168n,,ballet_dancer,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,ballerina,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,ballet_dancers,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,prima_ballerinas,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,premier_sujet,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,primae_ballerinae,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,ballarina_dancer,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,coryphee,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,ballerinos,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,coryphée,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,ballerino,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,primera_bailarina,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,premiere_danseuse,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,absoluta,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,premier_danseur_noble,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,danseurs,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,assolutas,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,ballarina_dancers,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,sujet,A trained dancer who is a member of a ballet company,YES,,
wn:9834699n,bn:00008168n,,ballerinas,A trained dancer who is a member of a ballet company,YES,,
wn:528667n,bn:00008165n,,ballet,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,concert_dance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,theatre_dance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,performance_dance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,dance_theatre,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,dance_theater,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,scenic_dance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,ballets,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,1939_ballet_premieres,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,20th_century_concert_dance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,ballett,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,performance_dances,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,show_dance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,2011_ballet_premieres,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,1914_ballet_premieres,A theatrical representation of a story that is performed to music by trained dancers,YES,,
