wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
wn:528667n,bn:00008165n,,1940_ballet_premieres,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,stage_dance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,ballet_competitions,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,ballet_dance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,showdance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,un/locode:inblt,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,classical_dance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,ballet_schools,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,ballet_characters,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,balletomanes,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,ballet_dancing,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,dance_performance,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,1915_ballet_premieres,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,ballet_teachers,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,concert_dancer,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,balet,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,1916_ballet_premieres,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,balletto,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,1938_ballet_premieres,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:528667n,bn:00008165n,,balletti,A theatrical representation of a story that is performed to music by trained dancers,YES,,
wn:2787120n,bn:00008324n,,bandwagon,A large ornate wagon for carrying a musical band,YES,,
wn:2786984n,bn:00008321n,,bandstand,A platform where a (brass) band can play in the open air,YES,,
wn:2786984n,bn:00008321n,,stand,A platform where a (brass) band can play in the open air,YES,,
wn:2786984n,bn:00008321n,,outdoor_stage,A platform where a (brass) band can play in the open air,YES,,
wn:2786984n,bn:00008321n,,band_stand,A platform where a (brass) band can play in the open air,YES,,
wn:2786984n,bn:00008321n,,bandshell,A platform where a (brass) band can play in the open air,YES,,
wn:2786984n,bn:00008321n,,music_kiosk,A platform where a (brass) band can play in the open air,YES,,
wn:2786984n,bn:00008321n,,bandstands,A platform where a (brass) band can play in the open air,YES,,
wn:2786984n,bn:00008321n,,band_rotunda,A platform where a (brass) band can play in the open air,YES,,
wn:2787622n,bn:00008361n,,banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,tenor_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,4-string_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,benjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,5-string_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,open_back_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,banjo_string,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,four-string_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,🪕,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,banjer,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,electric_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,classic_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,five-string_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,banjos,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,fingerpicking_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:2787622n,bn:00008361n,,stealth_banjo,A stringed instrument of the guitar family that has long neck and circular body,YES,,
wn:7376621n,bn:00008597n,,bark,The sound made by a dog,YES,,
wn:7376621n,bn:00008597n,,dog_barking,The sound made by a dog,YES,,
wn:7376621n,bn:00008597n,,woof,The sound made by a dog,YES,,
wn:7376621n,bn:00008597n,,yelp,The sound made by a dog,YES,,
wn:7376621n,bn:00008597n,,wuff,The sound made by a dog,YES,,
wn:7376621n,bn:00008597n,,dog_bark,The sound made by a dog,YES,,
wn:7449452n,bn:00008615n,,barn_dance,A dance party featuring country dancing,YES,,
wn:7449452n,bn:00008615n,,barndance,A dance party featuring country dancing,YES,,
wn:2803349n,bn:00008917n,,bass,The member with the lowest range of a family of musical instruments,YES,,
wn:2803349n,bn:00008917n,,bass_instrument,The member with the lowest range of a family of musical instruments,YES,,
wn:6872479n,bn:00008941n,,basso_profundo,A very deep bass voice,YES,,
wn:6872479n,bn:00008941n,,basso_profondo,A very deep bass voice,YES,,
wn:6872479n,bn:00008941n,,oktavist,A very deep bass voice,YES,,
wn:6872479n,bn:00008941n,,low_bass,A very deep bass voice,YES,,
wn:6872479n,bn:00008941n,,russian_bass,A very deep bass voice,YES,,
wn:6872479n,bn:00008941n,,deep_bass,A very deep bass voice,YES,,
wn:6872479n,bn:00008941n,,octavist,A very deep bass voice,YES,,
wn:2804610n,bn:00008942n,,bassoon,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,buffet_system,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,fagotte,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,french_bassoon,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,fagotti,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,fagotto,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,bassoons,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,baßoon,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,fagott,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,pancake_key,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,fagot,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,basoonist,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,basoon,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804610n,bn:00008942n,,heckel_system,A double-reed instrument; the tenor of the oboe family,YES,,
wn:2804252n,bn:00008924n,,tuba,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,sousaphone,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,bass_horn,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,bass_tuba,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,serpent,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,bombardone,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,contrabass_tuba,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,sousaphonist,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,brass_bass,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,jazz_tuba,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,susaphone,The lowest brass wind instrument,YES,,
wn:2804252n,bn:00008924n,,sousaphon,The lowest brass wind instrument,YES,,
wn:7376836n,bn:00009213n,,bay,The sound of a hound on the scent,YES,,
wn:868799n,bn:00009210n,,bawling,Loud cries made while weeping,YES,,
wn:868799n,bn:00009210n,,wailing,Loud cries made while weeping,YES,,
wn:10533983n,bn:00009208n,,shouter,Someone who communicates vocally in a very loud voice,YES,,
wn:10533983n,bn:00009208n,,bellower,Someone who communicates vocally in a very loud voice,YES,,
wn:10533983n,bn:00009208n,,yeller,Someone who communicates vocally in a very loud voice,YES,,
wn:10533983n,bn:00009208n,,bawler,Someone who communicates vocally in a very loud voice,YES,,
wn:10533983n,bn:00009208n,,roarer,Someone who communicates vocally in a very loud voice,YES,,
wn:10533983n,bn:00009208n,,screamer,Someone who communicates vocally in a very loud voice,YES,,
wn:10533983n,bn:00009208n,,screecher,Someone who communicates vocally in a very loud voice,YES,,
wn:7376937n,bn:00009399n,,beat,The sound of stroke or blow,YES,,
wn:11477710n,bn:00009397n,,beat,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,beat_frequency,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,battimenti,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,interference_beating,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,acoustical_beat,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,beating,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,idosing,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,beating_frequency,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,beat_wave,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,binaural_beat,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,batimientos,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,acoustic_beat,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,interference_beat,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,binaural_frequency,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,binaural_tones,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,binaural_frequencies,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:11477710n,bn:00009397n,,beat_note,A single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations,YES,,
wn:2817799n,bn:00009412n,,reed_instrument,A musical instrument that sounds by means of a vibrating reed,YES,,
wn:2817799n,bn:00009412n,,reed,A musical instrument that sounds by means of a vibrating reed,YES,,
