wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?
,bn:02874483n,,"metallophone, metalophone, resonator_bell, metallophones, metalophones","A metallophone is any musical instrument in which the sound-producing body is a piece of metal, consisting of tuned metal bars, tubes, rods, bowls, or plates.","metallofono, metallofoni",YES
,bn:02586440n,,"métis_fiddle, metis_fiddle, métis_fiddling, metis_fiddling","Métis fiddle is the style that the Métis of Canada and Métis in the northern United States have developed to play the violin, solo and in folk ensembles.","métis_fiddle, metis_fiddle, violino_metis",YES
,bn:02469052n,,berklee_method,"In music performance and education, the Berklee method is the music theory, terminology, and practice taught at Berklee College of Music, the largest independent college of contemporary music in the world.",metodo_berklee,YES
,bn:03129755n,,"jingling_johnny, turkish_crescent, turkish_jingle, chinesco, jingling_johnnie, schellenbaum, pavillon_chinois, chapeau_chinois, masacalla, chinese_pavilion, cevgen, chinese_crescent","A Turkish crescent,","mezzaluna_turca, schellenbaum, jingling_johnny, chapeau_chinois, cevgen, çevgen",YES
,bn:01370288n,,"e-flat_minor, e_flat_minor, eb_minor, e♭_minor","E-flat minor is a minor scale based on E♭, consisting of the pitches E♭, F, G♭, A♭, B♭, C♭, and D♭.","mi_bemolle_minore, mi♭_minore, mi_b_minore",YES
,bn:01286140n,,e_minor,"E minor is a minor scale based on E, consisting of the pitches E, F♯, G, A, B, C, and D. Its key signature has one sharp.","mi_minore, scala_mi_minore",YES
,bn:01381809n,,"miami_bass, booty_music, miami_bass_music",Miami bass is a subgenre of hip hop music that became popular in the 1980s and 1990s.,"miami_bass, booty_music",YES
,bn:02502546n,,overhead_microphone,"Overhead microphones are those used in sound recording and live sound reproduction to pick up ambient sounds, transients and the overall blend of instruments.","microfoni_panoramici, microfoni_overhead",YES
,bn:01646884n,,"microhouse, minimal_house, minimal, buftech, micro_house","Microhouse, buftech or sometimes just minimal, is a subgenre of house music strongly influenced by minimalism and 1990s techno.","microhouse, minimal_house",YES
,bn:01007102n,,"microsound, micro_sound, microtime","Microsound includes all sounds on the time scale shorter than musical notes, the sound object time scale, and longer than the sample time scale.","microsound, grani_musicali",YES
,bn:02590365n,,"midwest_hip_hop, midwest_rap, midwestern_hip_hop, midwest_hip-hop, st._louis_rappers, mid_coast_rap, midwest_hop_hop, midwestern_rap, mid_coast_hip_hop, st._louis_hip_hop, midwestern_hip-hop",Midwest hip hop is a regional genre of hip hop music performed by artists from the Midwestern United States.,"midwest_hip_hop, midwest_rap",YES
,bn:01515592n,,"mini_cd_single, 3""_cd_single, cd3, 3-inch_cd_single","The mini CD single is a music single released on a mini Compact Disc that measures 8 cm in diameter, rather than the standard 12 cm.",mini_cd_singolo,YES
,bn:01230915n,,"minimal_techno, mnml_techno",Minimal techno is a minimalist subgenre of techno music.,"minimal_techno, techno_minimal, minimal_house",YES
,bn:01932888n,,minimusical,"Minimusical refers to works of musical theatre where elements of a musical, especially songs and dialogue, are incorporated into a short work for performance.","minimusical, mini-musical",YES
,bn:02454339n,,"minneapolis_sound, the_minneapolis_sound","The Minneapolis sound is a subgenre of funk rock with elements of synth-pop and new wave, that was pioneered by Prince in the late 1970s.","minneapolis_sound, musica_di_minneapolis, sound_di_minneapolis",YES
,bn:01034658n,,"mirwas, marwas, marawis","The mirwās or marwas, plural marāwīs is a small double-sided hand drum originally from the Middle East.","mirwas, marwas",YES
,bn:01414303n,,"audio_mixing, mixing","In sound recording and reproduction, audio mixing is the process of optimizing and combining multitrack recordings into a final mono, stereo or surround sound product.","miscelazione, mixaggio_audio, missaggio, mixing",YES
,bn:01923623n,,"misogyny_in_hip_hop_culture, misogyny_in_rap_music","Misogyny in rap music refers to lyrics, videos or other aspects of rap music that support, glorify, justify, or normalize the objectification, exploitation, or victimization of women.","misoginia_nella_cultura_hip_hop, misoginia_rap, misoginia_nella_musica_rap",YES
,bn:03049545n,,"missa_solemnis, missa_solennis, messe_solennelle, solemn_mass","Missa solemnis is Latin for solemn mass, and is a genre of musical settings of the mass ordinary, which are festively scored and render the Latin text extensively, opposed to the more modest Missa brevis.",missa_solemnis,YES
,bn:02345294n,,"septuple_meter, septuple_metre, 7/4, septuple_time","Septuple meter or septuple time is a meter with each bar divided into 7 notes of equal duration, usually 74 or 78.","misura_settenaria, misura_a_sette_tempi",YES
,bn:02426793n,,"mixing_engineer, mix_engineer","A mixing engineer is responsible for combining different sonic elements of an auditory piece into a complete rendition, whether in music, film, or any other content of auditory nature.","mix_engineer, ingegnere_del_missaggio, tecnico_del_missaggio, tecnico_del_mixing, tecnico_mixer",YES
,bn:01156726n,,"mixtape, mix_tape, mix-tape, mixtapes, mix_tapes","A mixtape is a compilation of music, typically from multiple sources, recorded onto a medium.","mixtape, cassetta_mista, collage_musicale, mix_tape, mix-tape",YES
,bn:02050693n,,"mod_revival, punk_mod",The mod revival was a subculture that started in England in 1978 and later spread to other countries.,"mod_revival, mod_79",YES
,bn:03198321n,,"heavy_metal_fashion, hard_rock_fashion, metal_fashion","Heavy metal fashion is the style of dress, body modification, make-up, hairstyle, and so on, taken on by fans of heavy metal, or, as they are often called, metalheads or headbangers.",moda_heavy_metal,YES
,bn:02034229n,,bell_pattern,"A bell pattern is a rhythmic pattern of striking a hand-held bell or other instrument of the idiophone family, to make it emit a sound at desired intervals.","modello_campana, pattern_a_campana",YES
,bn:02993583n,,"mono, monaural, monophonic, monophonic_audio, monophonic_sound, monoraul, mono_sound, monoaural",Monaural or monophonic sound reproduction is sound intended to be heard as if it were emanating from one position.,"monofonia, mono, monofonico, audio_mono",YES
,bn:01856033n,,"assemblage, literary_assemblage","Assemblage refers to a text ""built primarily and explicitly from existing texts to solve a writing or communication problem in a new context"".","montaggio, montaggio_letterario",YES
,bn:01963411n,,montuno,Montuno has several meanings pertaining to Cuban music and its derivatives.,montuno,YES
,bn:01126223n,,"moog_synthesizer, moog_modular_synthesizer, moog_synthesiser, moog_modular, moog-synth, moog_modular_synthesiser, moog_modular_synthesizer_system, moog_synthesizer","Moog synthesizer may refer to any number of analog synthesizers designed by Robert Moog or manufactured by Moog Music, and is commonly used as a generic term for older-generation analog music synthesizers.","moog_modular, moog, moog_modulare, sintetizzatore_moog, sintetizzatore_moog_modulare",YES
,bn:02079488n,,"moombahton, moombahcore, moombahsoul","Moombahton is a fusion genre of house music and reggaeton that was created by American DJ and producer Dave Nada in Washington, D.C., in 2008.",moombahton,YES
,bn:01107891n,,"moresca, danse_des_bouffons, morisca, moresque, les_bouffons, mauresque","For the Croatian sword dance, see Moreška.","moresca, danza_moresca",YES
,bn:02938474n,,"moroccan_pop, mor-pop","Moroccan pop or abbreviated as Morocco-pop music is a genre of the new Moroccan music generation along the hip hop, rap music in Morocco.","moroccan_pop, mor-pop, pop_marocchino",YES
,bn:01179196n,,"jewish_art_music_movement, jewish_art_music, society_for_jewish_music, society_for_jewish_folk_music","The Jewish art music movement began at the end of the 19th century in Russia, with a group of Russian Jewish classical composers dedicated to preserving Jewish folk music and creating a new, characteristically Jewish genre of classical music.","movimento_artistico_ebreo, movimento_artistico-musicale_ebreo, associazione_per_la_musica_ebraica, associazione_per_la_musica_popolare_ebraica",YES
,bn:01141991n,,indianist_movement,The Indianist movement was a movement in American classical music that flourished from the 1880s through the 1920s.,movimento_indianista,YES
,bn:01017289n,,"mudra, mudras_in_indian_music","Mudra is the unique signature of a Carnatic music composer, which is woven into some or all of their respective compositions.","mudra, mudra_nella_musica_indiana",YES
,bn:02859253n,,mult_box,"A mult box is ""a metal box with multiple outputs of a single audio source .""",mult_box,YES
,bn:02342443n,,"murder_ballad, tragic_ballad",Murder ballads are a subgenre of the traditional ballad form dealing with a crime or a gruesome death.,"murder_ballad, ballata_tragica",YES
,bn:03198549n,,"musette_de_cour, cornemuse, musette, baroque_musette, biniou",The musette de cour or baroque musette is a musical instrument of the bagpipe family.,"musette_de_cour, musette",YES
,bn:02168480n,,"program_music, programme_music, programme_symphony, programmatic_music, program_symphony",Program music is a type of instrumental art music that attempts to render an extra-musical narrative musically.,musica_a_programma,YES
,bn:03192511n,,"snap_music, snap_dance, snap_rap, snap_&_b, ringtone_rap, snap&b, snap","Snap music is a subgenre of hip hop music derived from crunk that originated in the South in the late-1990s, in Bankhead, West Atlanta, United States.","musica_a_scatto, snap_music",YES
,bn:02982235n,,"acoustic_music, acoustical_music, acoustic_rock, acoustic_songs, acoustic_song, acoustic, acoustic_version, acoustic_instruments, unplugged, acoustic_pop, acoustic_instrument, acoustic_punk, acoustic_metal","Acoustic music is music that solely or primarily uses instruments that produce sound through acoustic means, as opposed to electric or electronic means.","musica_acustica, rock_acustico, pop_acustico, strumenti_acustici, strumento_acustico, canzoni_acustiche, canzone_acustica, punk_acustico, metal_acustico, versione_acustic",YES
,bn:02843519n,,afro_roots,"AfroRoots Music is described as a blend of World Music; specifically, Afro-Beat, Reggae, and Cuban music.",musica_afroroots,YES
,bn:03196345n,,"central_american_music, music_of_central_america","Central America is dominated by the popular Latin music, or Black Caribbean trends, including salsa, cumbia, mariachi, reggae, calypso and nueva canción.","musica_dell'america_centrale, musica_centroamericana",YES
,bn:02023997n,,"american_music_during_world_war_ii, american_music_during_world_war_two, yankee_doodle_ain't_doodlin'_now",American music during World War II was considered to be popular music that was enjoyed during the late 1930s through the mid-1940s.,musica_americana_durante_la_seconda_guerra_mondiale,YES
,bn:01932996n,,anglo-american_music,Anglo-American music is derived from the English culture of the Thirteen Colonies of the United States and has been a founding influence for American folk and popular music.,musica_anglo-americana,YES
,bn:01492115n,,"early_music_of_the_british_isles, tudor_music, english_early_music, traditional_music_of_the_united_kingdom, early_music_of_britain, british_early_music","Early music of the British Isles, from the earliest recorded times until the beginnings of the Baroque in the 17th century, was a diverse and rich culture, including sacred and secular music and ranging from the popular to the elite.","musica_antica_delle_isole_britanniche, musica_tudor, musica_antica_inglese, musica_tradizionale_del_regno_unito, musica_antica_della_gran_bretagna, musica_antica_britannica",YES
,bn:01864019n,,"arabic_music, arab_music, arabian_music, arab_classical_music, arabic_classical_music, classical_arab_music",Arabic music or Arab music is the music of the Arab world with all its diverse music styles and genres.,"musica_araba, musica_classica_araba",YES
,bn:01640606n,,"baroque_music, baroque, baroquesque_music, jesusurus, music_baroque, baroque_suite",Baroque music is a period or style of Western art music composed from approximately 1600 to 1750.,"musica_barocca, barocco, musica_rococò, barocco_colossale",YES
,bn:01908980n,,baroque_music_of_the_british_isles,Baroque music of the British Isles bridged the gap between the early music of the Medieval and Renaissance periods and the development of fully fledged and formalised orchestral classical music in the second half of the eighteenth century.,"musica_barocca_delle_isole_britanniche, musica_barocca_britannica",YES
,bn:03083586n,,"uk_bass, bass_music, post-dubstep","UK bass, also called bass music, is club music that emerged in the United Kingdom during the mid-2000s under the influence of diverse genres such as house, grime, dubstep, UK garage, R&B, and UK funky.","musica_bass, UK_bass",YES
,bn:03183804n,,"beat_music, british_beat, merseybeat, beat_combo, the_mersey_sound, mersey_sound, beat-group, beat_boom, beat_group, tottenham_sound, beat_band",A pop and rock music genre that developed in the United Kingdom in the early 1960s.,"musica_beat, beat_music, merseysound, beat, mersey_beat, merseybeat, gruppo_beat",YES
,bn:00993423n,,bumper_music,"Bumper music, or a bump, is a term used in the radio broadcasting industry to refer to short clips of list of signature songs or theme music used to buffer transitions between programming elements, typically lasting no longer than fifteen seconds.","musica_bumper, musica_bump, bumper_music",YES
,bn:01313483n,,"caribbean_music_in_the_united_kingdom, carribean_music_in_the_united_kingdom",People of African descent from the Caribbean have made significant contributions to British Black music for many generations.,musica_caraibica_nel_regno_unito,YES
,bn:01643007n,,ancient_celtic_music,"Deductions about the music of the ancient Celts of the La Tène period rely primarily on Greek and Roman sources, as well as on archaeological finds and interpretations including the reconstruction of the Celts' ancient instruments.",musica_celtica_antica,YES
,bn:01356067n,,"celtic_music_in_the_united_states, scottish-american_music, irish-american_music, irish_american_music, scottish_american_music","Irish, Scottish and Welsh music have long been a major part of American music, at least as far back as the 18th century.","musica_celtica_negli_stati_uniti, musica_scozzese_negli_stati_uniti, musica_gallese_negli_stati_uniti, musica_scozzese-americana, musica_americana_irlandese",YES
,bn:01813357n,,"21st-century_classical_music, 21st_century_classical_music","21st-century classical music is art music, in the contemporary classical tradition, that has been produced since the year 2000.","musica_classica_del_xxi_secolo, musica_classica_del_21esimo_secolo, musica_classica_del_21_secolo",YES
,bn:01048546n,,french_classical_music,"French classical music began with the sacred music of the Roman Catholic Church, with written records predating the reign of Charlemagne.","musica_classica_francese, musica_colta_francese",YES
,bn:01531352n,,"indian_classical_music, classical_indian_music, classical_music_of_india, indian_classical",Indian classical music is the classical music of the Indian subcontinent.,"musica_classica_indiana, musica_classica_dell'_India",YES
,bn:03112997n,,"italian_classical_music, art_music_of_italy, classical_music_in_italy",Optional.empty,"musica_classica_italiana, musica_classica_in_italia, musica_d'arte_dell'italia",YES
,bn:02392646n,,"classical_music_of_the_united_kingdom, british_classical_music","Classical music of the United Kingdom is taken in this article to mean classical music in the sense elsewhere defined, of formally composed and written music of chamber, concert and church type as distinct from popular, traditional, or folk music.","musica_classica_nel_regno_unito, musica_classica_inglese, musica_colta_inglese",YES
,bn:03178723n,,early_british_popular_music,"Early British popular music, in the sense of commercial music enjoyed by the people, can be seen to originate in the 16th and 17th centuries with the arrival of the broadside ballad as a result of the print revolution, which were sold cheaply and in great numbers until the 19th century.",musica_commericale_inglese_antica,YES
,bn:01276454n,,"musique_concrète, musique_concrete, music_concrete, concrete_music, musique_concréte",Musique concrète is a type of music composition that utilizes recorded sounds as raw material.,"musica_concreta, musique_concrète, musique_concrete",YES
,bn:02658998n,,"contemporary_classical_music, contemporary_music, contemporary_classical_music_festivals, contemporary_classical_composer, contemporary_serious_music, list_of_contemporary_classical_music_festivals, 21st_century_music, contemporary_classical_music_festival, contemporary_art_music, contemporary_choral_music",Contemporary classical music is classical music composed close to the present day.,"musica_contemporanea, musica_classica_contemporanea, contemporanea, storia_della_musica_contemporanea, festival_di_musica_classica_contemporanea, compositore_di_musica_classica_contemporanea, lista_di_festival_di_musica_classica_contemporanea, musica_corale_contemporanea",YES
,bn:01238992n,,"coptic_music, coptic_chant",Coptic music is the music sung and played in the Coptic Orthodox Church.,"musica_copta, canto_copto",YES
,bn:01180383n,,"australian_country_music, autralian_country-rock",Australian country music is a part of the music of Australia.,"musica_country_australiana, country-rock_australiano",YES
,bn:03151362n,,"kurdish_music, music_of_kurdistan, qernete, music_of_iraqi_kurdistan, qernête",Kurdish music refers to music performed in the Kurdish languages and Zaza-Gorani languages.,"musica_curda, musica_del_kurdistan, musica_del_kurdistan_iracheno",YES
,bn:03033062n,,"battaglia, battle_music",A battaglia is a form of Renaissance and Baroque programme music imitating a battle.,"musica_da_battaglia, battaglia_barocca, battaglia_rinascimentale",YES
,bn:03103194n,,salon_music,Salon music was a popular music genre in Europe during the 19th century.,musica_da_salotto,YES
,bn:01643370n,,"beach_pop, beach_music, carolina_beach_music","Beach music, also known as Carolina beach music, and to a lesser extent, Beach pop, is a regional genre of music in the United States which developed from rock/R&B and pop music of the 1950s and 1960s.","musica_da_spiaggia_americana, beach_music, carolina_beach_music",YES
,bn:02559303n,,"trailer_music, trailer","Trailer music is the background music used for film previews, which is not always from the film's soundtrack.","musica_da_trailer, canzone_da_trailer",YES
,bn:02847696n,,"czech_tramping_music, czech_tramping_song, czech_tramp_music, tramping_music, czech_wandering_song, tramp_song, tramp_music, tramping_song",Tramping music and tramping song are the styles of music and songs associated with Czech tramping recreational activity.,"musica_da_tramping_ceca, canzoni_da_tramping, musica_da_tramping",YES
,bn:02122089n,,"avant-garde_music, avantgarde_music, avant_music, avant_garde_music","Avant-garde music is music that is considered to be at the forefront of innovation in its field, with the term ""avant-garde"" implying a critique of existing aesthetic conventions, rejection of the status quo in favor of unique or original elements, and the idea of deliberately challenging or alienating audiences.",musica_d'avanguardia,YES
,bn:01899068n,,"appalachian_music, appalachian_folk_music, history_of_appalachian_music, appalachian_traditional_music",Appalachian music is the music of the region of Appalachia in the Eastern United States.,"musica_degli_appalachi, musica_folk_dei_monti_appalachi, storia_della_musica_degli_appalachi, musica_tradizionale_degli_appalachi",YES
,bn:03145344n,,"native_american_music, indigenous_music_of_north_america, american_indian_music, native_american_and_first_nations_music, native_american, indian_folk_music, native_american_drums, traditional_indian_music, amerindian_music, native-american_music, native_american_indian_music, north_american_indian_music, native_american_drumming","Indigenous music of North America, which includes American Indian music or Native American music, is the music that is used, created or performed by Indigenous peoples of North America, including Native Americans in the United States and Aboriginal peoples in Canada, Indigenous peoples of Mexico, and other North American countries—especially traditional tribal music, such as Pueblo music and Inuit music.","musica_dei_nativi_americani, musica_antivo_americana, musica_indigena_del_nord_america, musica_nativo_americana_e_delle_prime_nazioni, , nativo_americana, musica_folk_indiana, percussioni_nativo_americane, musica_indiana_tradizionale, musica_amerindia",YES
,bn:01808165n,,"music_of_kenya, kenyan_music, kenyan_traditional_music","The music of Kenya is very diverse, with multiple types of folk music based on the variety over 40 regional languages.","musica_del_kenya, musica_keniota, musica_tradizionale_keniota",YES
,bn:02493481n,,"white_power_music, rechtsrock, white_power_rock, fascist_experimental_music, hate_music, racist_folk, racist_country_music, segregation_music, segregationist_music, white_pride_music",White power music is music that promotes white nationalism.,"musica_del_potere_bianco, rechtsrock, musica_sperimentale_fascista, hate_music, musica_razzista, musica_country_razzista, folk_razzista, musica_segregazionista, musica_dell'orgoglio_bianco",YES
,bn:01720400n,,music_of_canadian_cultures,Music of Canadian Cultures is a wide and diverse accumulation of music from many different individual communities all across Canada.,musica_delle_culture_canadesi,YES
,bn:02665313n,,"protein_music, dna_music",Protein Music is a musical technique where music is composed by converting protein sequences or genes to musical notes.,"musica_delle_proteine, musica_del_dna",YES
,bn:01063270n,,dene_music,"The Dene and their direct language relations live in the Yukon, Northwest Territories, British Columbia, Alberta, Saskatchewan, Manitoba, as well as some parts of California, and through to the Apache and Navajo lands in the South Central United States.","musica_dene, musica_dei_dene",YES
,bn:02645944n,,"music_of_athens, music_of_athens_georgia, athens_rock, athens,_ga_music_scene, athens,_georgia_music_scene, music_of_athens,_ga","The music of Athens, Georgia, includes a wide variety of popular music and was an important part of the early evolution of alternative rock and new wave.","musica_di_athens, musica_di_athens_georgia, rock_di_athens, scena_musicale_della_georgia",YES
,bn:03028746n,,"music_of_cyprus, cypriot_music, popular_music_in_cyprus, traditional_music_of_cyprus","The music of Cyprus includes a variety of traditional, Western classical and Western popular genres.","musica_di_cipro, musica_cipriota, musica_popolare_a_cipro, musica_tradizionale_di_cipro",YES
,bn:03172805n,,"korean_court_music, court_music_of_korea",Korean court music refers to the music developed in the Joseon Dynasty.,musica_di_corte_coreana,YES
,bn:02699835n,,"source_music, source_score, diegetic_music, diegetic_score","Source music refers to music in a drama that is part of the fictional setting and so, presumably, is heard by the characters.",musica_diegetica,YES
,bn:03049255n,,"dojin_music, doujin_music, dōjin_music, doujin_ongaku","Doujin music, also called otokei doujin in Japan, is a sub-category of doujin activity.","musica_dojin, musica_doujin",YES
,bn:01816486n,,music_of_dominica,The music of Dominica includes a variety of genres including all the popular genres of the world.,"musica_dominicana, musica_della_dominica",YES
,bn:01050867n,,"organ_repertoire, organ_literature, organ_music",The organ repertoire is considered to be the largest and oldest repertory of all musical instruments.,"musica_d'organo, repertorio_organistico",YES
,bn:02076327n,,music_and_political_warfare,Music and political warfare have been used together in many different political contexts and cultures as a way to reach a targeted audience in order to deliver a specific political message.,musica_e_benessere_politico,YES
,bn:01451326n,,"music_and_artificial_intelligence, artificial_intelligence_and_music","Research in artificial intelligence is known to have impacted medical diagnosis, stock trading, robot control, and several other fields.",musica_e_intelligenza_artificiale,YES
,bn:02668585n,,"music_and_emotion, musical_emotion, emotion_and_music, aesthetics_of_music, musical_aesthetics",Research into music and emotion seeks to understand the psychological relationship between human affect and music.,"musica_ed_emozioni, emozioni_musicali, estetica_della_musica, estetica_musicale",YES
,bn:02222026n,,exercise_and_music,"The interplay of exercise and music has long been discussed, crossing the disciplines of biomechanics, neurology, physiology, and sport psychology.",musica_ed_esercizio_fisico,YES
,bn:03231099n,,"electroacoustic_music, electro-acoustic_music, list_of_electroacoustic_music_festivals, pre-recorded_tape, tape_music, electroacoustic_musicians, tape_composition, electro-acoustic, electroacoustic_music_festivals, electro_acoustic_music, electroacoustic_music_festival, list_of_electroacoustic_festivals, electroacoustic","Electroacoustic music is a genre of Western art music in which composers use technology to manipulate the timbres of acoustic sounds, sometimes by using audio signal processing, such as reverb or harmonizing, on acoustical instruments.","musica_elettroacustica, musica_nastro, elettro-acustica, musica_elettro-acustica, lista_di_festival_di_musica_elettroacustica, nastro_preregistrato, musicisti_elettroacustici, festival_musicali_elettroacustici, musica_acustica_electro, elettroacustica",YES
,bn:01848305n,,alternative_electronic,Alternative electronic is a range of lesser-known electronic music genres that are related in some fashion to industrial music.,musica_elettronica_alternativa,YES
,bn:01401510n,,music_at_sporting_events,"The use of music at sporting events is a practice that is thousands of years old, but has recently had a resurgence as a noted phenomenon.",musica_eventi_sportivi,YES
,bn:03196327n,,"garifuna_music, paranda_music","Garifuna music is an ethnic music and dance with African and Arawak elements, originated by an Afro Indigenous group known as the Garifuna people, pre to their exile to Central America from Saint Vincent And The Grenadines.",musica_garifuna,YES
,bn:01289677n,,"romani_music, romany_music, tzigane_music, music_of_the_tzigane, roma_music, music_of_the_gypsies, the_music_of_roma_people, gipsy_music, gypsy_music, rroma_music","Romani music is the music of the Romani people, who have their origins in northern India, but today live mostly in Europe.","musica_gitana, musica_rom, musica_romani",YES
,bn:01063904n,,"gnawa_music, gnawa_fusion",Gnawa music is a body of Moroccan and sub-Saharan African Islamic religious songs and rhythms.,musica_gnawa,YES
,bn:02991555n,,"guangdong_music, music_of_guangdong, cantonese_folk_song",Music of Guangdong is a synthesis of a number of local Guangdong folk music styles.,"musica_guangdong, musica_del_guangodong, musica_folk_cantonese",YES
,bn:01548039n,,"hindi_dance_music, hindi_dance_song, hindi_style_dance_song, bollywood_cabaret_song, bollywood_dance, hindi_dance_songs, hindi_style_dance_songs",Hindi dance music encompasses a wide range of songs predominantly featured in the Bollywood film industry with a growing worldwide attraction.,"musica_hindi_dance, musica_dance_indianda, musica_dance_di_bollywood, canzone_hindi_dance, canzoni_hindi_dance",YES
,bn:02576639n,,"igbo_music, igbo_traditional_music, ibo_music","Igbo music is the music of the Igbo people, who are indigenous to the southeastern part of Nigeria.","musica_igbo, musica_tradizionale_igbo",YES
,bn:01232800n,,music_in_ancient_india,"Music in ancient India, encompassing the Indian subcontinent, can be reproduced from written works dating to the Indian classical period, such as the Nātya Shastra, and through surviving examples of liturgical music such as the hymns of the Samaveda.","musica_dell'india_antica, musica_indiana_antica",YES
,bn:01014683n,,indigenous_music,"Indigenous music is a term for the traditional music of the indigenous peoples of the world, that is, the music of an ""original"" ethnic group that inhabits any geographic region alongside more recent immigrants who may be greater in number.",musica_indigena,YES
,bn:01209128n,,innu_music,The Innu are among the First Nations of Canada.,musica_innu,YES
,bn:03184056n,,"inuit_music, pisik, intuit, inuit_musical_instruments","Traditional Inuit music, the music of the Inuit, has been based on drums used in dance music as far back as can be known, and a vocal style called katajjaq has become of interest in Canada and abroad.","musica_inuit, strumenti_musicali_inuit",YES
,bn:01417795n,,"jungle_music, jungle, oldschool_jungle, ragga_jungle, jump-up_jungle, oldskool_jungle, ragga-jungle, old_school_jungle",Jungle is a music genre that developed out of the UK rave scene and sound system culture in the 1990s.,musica_jungle,YES
,bn:03149272n,,"latin_american_music_in_the_united_states, latin_music_in_the_united_states, latino_music_in_the_united_states, hispanic_music_in_the_united_states","Latin American music has long influenced popular American music, including jazz, rhythm and blues, and even country music, and both Latin American music and American music have been strongly influenced by African music.","musica_latinoamericana_negli_stati_uniti, musica_latino-americana_negli_USA, musica_ispano_americana_negli_stati_uniti",YES
,bn:03183245n,,"light_music, light_classical_music, light_orchestral_music, british_light_music","Light music is a less-serious form of Western classical music, which originated in the 18th and 19th centuries and continues today.","musica_leggera, pop_music, musica_semplice, pop-classica, am_pop, pop_band",YES
,bn:02694168n,,liturgical_music,"Liturgical music originated as a part of religious ceremony, and includes a number of traditions, both ancient and modern.",musica_liturgica,YES
,bn:01269382n,,"medieval_music, medieval_european_music, medieval_music_period, medieval_music_era, mediaeval_music, music_of_the_middle_ages","In the broadest sense, Medieval music encompasses the music of the Western Europe during the Middle Ages, from approximately the 6th to 15th centuries.","musica_medievale, musica_medioevale, musica_europea_medievale, era_della_musica_medievale, musica_del_medioevo",YES
,bn:01329175n,,"middle_eastern_music, middle-eastern_music, music_of_the_middle_east, middle_eastern_popular_music",Middle Eastern music refers to different various music styles that span across the Middle East.,"musica_mediorientale, musica_del_medio_oriente, musica_popolare_mediorientale",YES
,bn:01384463n,,creole_music_melody,Optional.empty,musica_melodica_creola,YES
,bn:01916775n,,"mizrahi_music, muzika_mizrahit, mizrahit, muzika_mizrachit, mizrachi_music","Mizrahi music refers to a music genre in Israel that combines elements from Europe, the Middle East and North Africa; and is mostly performed by Israelis of Mizrahi Jewish descent.","musica_mizrahi, musica_mizrahì",YES
,bn:01704162n,,"jewish_prayer_mode, jewish_prayer_modes",Jewish liturgical music is characterized by a set of musical modes.,"musica_modale_ebrea, musica_modale_dell'ebraismo",YES
,bn:01983583n,,"new_brunswick,_new_jersey_music_scene","New Brunswick, New Jersey's music scene has been the home to many notable rock bands.",musica_nel_new_jersey,YES
,bn:03162122n,,"ancient_roman_music, music_of_ancient_rome, roman_music, music_in_ancient_rome, roman_instruments",The music of ancient Rome was a part of Roman culture from the earliest of times.,"musica_nella_civiltà_romana, musica_romana, musica_degli_antichi_romani, musica_dell'antica_roma, musica_nell'antica_roma, strumenti_romani",YES
,bn:03144901n,,"music_of_ancient_greece, ancient_greek_music, anicent_greek_music, music_in_ancient_greece","The music of ancient Greece was almost universally present in ancient Greek society, from marriages, funerals, and religious ceremonies to theatre, folk music, and the ballad-like reciting of epic poetry.","musica_nell'antica_grecia, musica_dell'antica_grecia, musica_greca_antica, musica_della_grecia_antica",YES
,bn:03154181n,,neo-medieval_music,Neo-Medieval music is a modern popular music characterized by elements of Medieval music and early music in general.,"musica_neo-medievale, musica_neo-medioevale",YES
,bn:01486774n,,"honors_music, honours_music","The honors music for a person, office or rank is music played on formal or ceremonial occasions in the presence of the person, office-holder, or rank-holder, especially by a military band.","musica_onorifica, musica_d'_occasione",YES
,bn:01388524n,,"open_music, open_source_music, open-source_music","Open music is music that is shareable, available in ""source code"" form, allows derivative works and is free of cost for non-commercial use.","musica_open_source, musica_a_sorgente_aperto",YES
,bn:03211229n,,"american_patriotic_music, patriotic_music_of_the_united_states",American patriotic music is a part of the culture and history of the United States since its founding in the 18th century and has served to encourage feelings of honor for the country's forefathers and for national unity.,"musica_patriottica_americana, musica_patriottica_degli_stati_uniti",YES
,bn:01519462n,,musica_poetica,Musica poetica was a term commonly applied to the art of composing music in sixteenth- and seventeenth-century German schools and universities.,musica_poetica,YES
,bn:02135486n,,"iranian_pop_music, iranian_pop, persian_pop_music, persian_pop, aryan_pop_music","Iranian pop music or Persian pop music refers to pop music originated in Iran, with songs mainly in Persian and other regional languages of the country.","musica_pop_persiana, musica_pop_iraniana, pop_persiano, pop_iraniano",YES
,bn:03083688n,,"turkish_pop_music, turkpop, popular_music_in_turkey, turkish_pop","Turkish pop music had its beginnings in the late 1950s with Turkish cover versions of a wide range of imported popular styles, including rock and roll, tango, and jazz.","musica_pop_turca, pop_turco, turkpop, musica_popolare_in_turchia",YES
,bn:01938055n,,"american_popular_music, popular_music_in_the_usa, popular_music_of_the_united_states",American popular music has had a profound effect on music across the world.,"musica_popolare_americana, musica_popolare_statunitense, pop_americano, pop_statunitense",YES
