wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?
,bn:03264671n,,"mor_lam, mo_lam, lam_lao, mor_lum, molam, mhor_lum, moh_lam, morlam, maw_lam, maw_lum",Mor lam is a traditional Lao form of song in Laos and Isan.,"morlam, mor_lam",YES
,bn:03272241n,,"rasin, mizik_rasin, mizik","Rasin, also known as Haitian roots music, is a musical style that began in Haiti in the 1970s when musicians began combining elements of traditional Haitian Vodou ceremonial and folkloric music with various musical styles.",mizik_rasin,YES
,bn:03581236n,,"medieval_metal, renaissance_metal, medieval_heavy_metal, mittelalter_metal",Medieval metal is a subgenre of folk metal that blends heavy metal music with medieval folk music.,"metal_medievale, metal_rinascimentale, heavy_metal_medievale",YES
,bn:03476777n,,"extreme_metal, extreme_metal_music, extreme_heavy_metal, violent_metal, extreme_music, harsh_metal, brutal_metal, list_of_extreme_metal_genres, extreme_heavy_metal_music, extremetal, hardcore_metal, extremely_heavy_metal, hardcore_heavy_metal, extreme-metal",Extreme metal is a loosely defined umbrella term for a number of related heavy metal music subgenres that have developed since the early 1980s.,"metal_estremo, extreme_metal, musica_extreme_metal, musica_extreme, lista_di_generi_extreme_metal, musica_extreme_heavy_metal",YES
,bn:03381663n,,merenrap,"Merenhouse/Merenrap is a hip hop music style formed by blending merengue music, with house, hip hop, and Caribbean music.","merenrap, meren-rap",YES
,bn:03404932n,,"memphis_soul, memphis_soul_music","Memphis soul, also known as the Memphis sound, was the most prominent strain of Southern soul.","memphis_soul, musica_soul_di_memphis",YES
,bn:03476774n,,"melodic_death_metal, melodeath, gothenburg_metal, melodic_death, melodic_death-metal, swedecore, gothenburg_sound, post-death, melo-death_metal, melo_death_metal, melo-death, melodic_deathmetal, melo_death, melodeath_metal, melodic_death_metal_music, mellow_death, melodeth","Melodic death metal is a subgenre of death metal that employs highly melodic guitar riffs, often borrowing from traditional heavy metal.","melodic_death_metal, gothenburg_sound, swedish_death, death_melodico, melodeath, death_metal_melodico, gothenburg_metal, death_metal_symphonic",YES
,bn:03264186n,,"mbaqanga, mbhaqanga, umbaqanga, mbaqhanga",Mbaqanga is a style of South African music with rural Zulu roots that continues to influence musicians worldwide today.,mbaqanga,YES
,bn:03578150n,,"mákina, makina, maquina, bakalao","Mákina is a subgenre of hardcore techno, originating in Spain.",makina,YES
,bn:03302337n,,"lundu, lundus",Lundu is a style of Afro-Brazilian music and dance with its origins in the African Bantu and Portuguese people.,lundu,YES
,bn:03271664n,,kinderwhore,Kinderwhore was a clothing style used by a handful of mostly female grunge bands in the US during the early to mid-1990s.,kinderwhore,YES
,bn:03340900n,,"gamelan_gong_kebyar, gong_kebyar, tabuh_kreasi, gamelan_kebyar, kebyar, jegogan, tabuh_kreasi_baru",Gamelan gong kebyar is a style or genre of Balinese gamelan music of Indonesia.,"kebyar, gamelan_gong_kebyar",YES
,bn:03464336n,,"kansas_city_jazz, kanas_city_jazz","Kansas City jazz is a style of jazz that developed in Kansas City, Missouri during the 1920s and 1930s, which marked the transition from the structured big band style to the musical improvisation style of Bebop.","kansas_city_jazz, jazz_di_kansas_city",YES
,bn:03308442n,,kakegoe,"Kakegoe usually refers to shouts and calls used in performances of traditional Japanese music, Kabuki theatre, and in martial arts such as kendo.",kakegoe,YES
,bn:03285905n,,"jugalbandi, jugalbhandhi, jugalbandhi","A jugalbandi or jugalbandhi is a performance in Indian classical music, especially in Hindustani classical music, but also in Carnatic that features a duet of two solo musicians.","jugalbandhi, jugalbandi",YES
,bn:03548344n,,south_african_jazz,South African jazz is the jazz of South Africa.,jazz_sudafricano,YES
,bn:03354367n,,"jazz_royalty, jazz_nobility","Jazz royalty is a term encompassing the many jazz musicians who have been termed as exceptionally musically gifted and informally granted honorific, ""aristocratic"" or ""royal"" titles as nicknames.",jazz_royalty,YES
,bn:03633698n,,dutch_jazz,Dutch jazz refers to the jazz music of the Netherlands.,jazz_olandese,YES
,bn:03557362n,,"gypsy_jazz, hot_club, hot_club_jazz, gypsy_swing, jazz_manouche, la_pompe, gypsy_picking, manouche_jazz, gypsy-jazz","Gypsy jazz is a style of small-group jazz originating from the Romani guitarist Jean ""Django"" Reinhardt, in conjunction with the French swing violinist Stéphane Grappelli, as expressed in their group the Quintette du Hot Club de France.","jazz_manouche, gypsy_jazz, gipsy_jazz, hot_club_jazz",YES
,bn:03844957n,,"australian_jazz, jazz_in_australia, aussie_jazz",Jazz music has a long history in Australia.,"jazz_australiano, jazz_in_australia",YES
,bn:14510369n,,"albanian_iso-polyphony, pleqerishte, albanian_folk_iso-polyphony","Albanian iso-polyphony is a traditional part of Albanian folk music and, as such, is included in UNESCO's intangible cultural heritage list.","iso-polifonia_albanese, iso-polifonia_folk_albanes",YES
,bn:03290314n,,"australian_indie_rock, indie_rock_in_australia","Australian indie rock is part of the overall flow of Australian rock history but has a distinct history somewhat separate from mainstream rock in Australia, largely from the end of the punk rock era onwards.","indie_rock_australiano, indie_rock_in_australia",YES
,bn:03816996n,,"hora_lungă, cintec_lung, cîntec_lung, hora_lunga","Hora lungă, is a Romanian regional folksong style characterized by the union of a lyrical text and improvisational melody.",hora_lunga,YES
,bn:03320551n,,"hokum, hokum_blues",Hokum is a particular song type of American blues music—a humorous song which uses extended analogies or euphemistic terms to make sexual innuendos.,hokum,YES
,bn:03326476n,,"german_hip_hop, german_rap, deutschrap, german_hip-hop, german_hiphop",German hip hop refers to hip hop music produced in Germany.,"hip_hop_tedesco, rap_tedesco",YES
,bn:03326423n,,"italian_hip_hop, italian_rap, italian_hip_hop_movement",Italian hip hop started in the 1980s.,"hip_hop_italiano, rap_italiano, hip_hop_italiana, movimento_hip_hop_italiano",YES
,bn:03326392n,,"french_hip_hop, french_rap, french_hip-hop, french_hiphop, african_rap_in_france, french_rap_music, african_rap/france, list_of_french_hip_hop_musicians, french_rap_group, list_of_french_hip_hop_artists, rap_français",French hip hop is the hip hop music style developed in French-speaking countries.,"hip_hop_francese, rap_francese, rap_africano_in_francia, musica_rap_francese, lista_di_musicisti_hip_hop_francesi, lista_di_artisti_hip_hop_francesi",YES
,bn:03363940n,,"pinoy_hip_hop, filo_rap, pinoy_hip-hop, filipino_hip_hop, filipino_hip-hop, list_of_filipino_hip_hop_artists, pinoy_rap, filipino_rap, list_of_filipino_hip_hop_musicians","Filipino hip-hop or Pinoy hip hop is hip hop music performed by musicians of Filipino descent, both in the Philippines and overseas, especially by Filipino-Americans.","hip_hop_filippino, hip-hop_filippino, pinoy_hip_hop, pinoy_hip-hop, lista_di_artisti_hip_hop_filippini, lista_di_musicisti_hip_hop_filippini",YES
,bn:03714894n,,"european_hip_hop, european_rap, europe_hip_hop",European hip hop is hip hop music created by European musicians.,"hip_hop_europeo, rap_europeo",YES
,bn:03750412n,,"cuban_hip_hop, rap_cubano",Hip hop music arrived in Cuba via radio and TV broadcasts from Miami.,"hip_hop_cubano, rap_cubano",YES
,bn:03549138n,,"korean_hip_hop, k-hip_hop, hip_hop_in_south_korea, k-hiphop, k-rap, south_korean_hip_hop, korean_hip-hop, korean_rap, k-hip-hop","Korean hip hop, also known as K-hip hop, is a subgenre of hip hop music from South Korea.","hip_hop_coreano, hip_hop_in_sud_corea, hip-hop_coreano, hip_hop_sud_coreano, rap_coreano",YES
,bn:03525697n,,"australian_hip_hop, australian_hip-hop, 2000s_australian_rap, aussie_hip-hop, austrailian_hip-hop, australian_hiphop, 1990s_australian_hip_hop, 1990s_australian_rap, indigenous_australian_rap, ozhiphop, indigenous_australian_hip_hop, skip_hop, 2000s_australian_rap_music, 1980s_australian_rap, 2000s_australian_hip_hop, 1980s_australian_rap_music, australian_rap, 1980s_australian_hip_hop, rap_in_australian_politics, 1990s_australian_rap_music",Australian hip hop traces its origins to the early 1980s and is largely inspired by hip hop and other predominantly African-American musical genres from the United States.,"hip_hop_australiano, rap_australiano_anni_2000, rap_australiano_indigeno, hip_hop_australiano_indigeno, rap_australiano, rap_nella_politica_australiana",YES
,bn:03262134n,,"arabic_hip_hop, arabic_rap, arab_rap",Arabic hip hop is hip hop music and culture originating in the Arabic-speaking world.,"hip_hop_arabo, rap_arabo",YES
,bn:03366344n,,"pygmy_music, hindewhu, aka_pygmy_music, mobeke, aka_music, liquindi, pygmy_scale, pgymy_music, hindewho","Pygmy music refers to the sub-Saharan African music traditions of the Central African foragers, predominantly in the Congo, the Central African Republic and Cameroon.","hindewhu, musica_dei_pigmei",YES
,bn:16250722n,,hungarian_metal,Hungarian metal is the metal music scene of Hungary.,"heavy_metal_in_ungheria, metal_ungherese",YES
,bn:03329736n,,"headbanging, head_banging, head-banger, headbangin, headbangers, headbanger, head-banging, headbang",Headbanging is violently shaking one's head in time with music.,"headbanging, headbanger",YES
,bn:03559097n,,"new_jersey_hardcore, new_jersey_punk",New Jersey hardcore is hardcore punk and metalcore music created in New Jersey and to the subculture associated with that music.,"hardcore_del_new_jersey, punk_del_new_jersey",YES
,bn:03499049n,,guarania,Guarania is a style of music created in Paraguay by musician José Asunción Flores in 1925 with the purpose of expressing the character of the Paraguayan people.,guarania,YES
,bn:03300257n,,"guajira, guajira-son, guajiras",Guajira is a music genre derived from the Punto cubano.,guajira,YES
,bn:03752559n,,"gstanzl, gestanzel",The Gstanzl is a traditional type of mocking songs particularly known in the Austrian-Bavarian regions.,gstanzl,YES
,bn:03293102n,,"grindie, grimecore","Grindie, also known as Grime-indie or Grime Indie, is a form of music that emerged in early 2006.",grindie,YES
,bn:03516361n,,gaana,"Gaana is a style of Tamil music, originating in the local regions of Chennai in India.",gaana,YES
,bn:03268776n,,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.","funk_carioca, baile_funk, funk_brasiliano",YES
,bn:03551370n,,"frottola, frottole",The frottola was the predominant type of Italian popular secular song of the late fifteenth and early sixteenth century.,frottola,YES
,bn:03276399n,,european_free_jazz,European free jazz is a part of the global free jazz scene with its own development and characteristics.,free_jazz_europeo,YES
,bn:03550039n,,"freakbeat, freak_beat","Freakbeat is a loosely defined subgenre of rock and roll music developed mainly by harder-driving British groups, often those with a mod following, during the Swinging London period of the mid-to late 1960s.",freakbeat,YES
,bn:03624976n,,freak_folk,"Freak folk is a loosely defined synonym or subgenre of psychedelic folk which involves acoustic sounds, pastoral and delightful lyrics, and a neo-hippie aesthetic.","freak_folk, avant_folk, avant-folk, freak-folk",YES
,bn:03288282n,,"filler, filler_saga","Filler is material of lower cost or quality that is used to fill a certain television time slot or physical medium, such as a music album.",filler,YES
,bn:09001210n,,dutch_house,Sottogenere di musica house,dutch_house,YES
,bn:03348427n,,"duranguense, el_pasito_de_durango, musica_durangunese, musica_de_durango, música_de_durango, música_durangunese, música_duranguense, pasito_duranguense, musica_duranguense, la_musica_duranguense, durango_music, el_pasito_duranguense",Duranguense is a genre of Regional Mexican music.,"duranguense, pasito_duranguense",YES
,bn:03263322n,,"downtown_music, downtown_scene, uptown_music","Downtown music is a subdivision of American music, closely related to experimental music, which developed in downtown Manhattan in the 1960s.","downtown_music, musica_downtown, scena_downtown",YES
,bn:03260538n,,dido_flip,The Dido flip was a female hairstyle of the early 21st century in imitation of the singer and songwriter Dido Armstrong.,dido_flip,YES
,bn:03301835n,,"deathgrind, death_metal_grindcore, death_grind, death-grind, deathgrindcore, gore_metal, deathgrind_music, death_grindcore",Deathgrind is a shorthand term that is used to describe bands who play a fusion of death metal and grindcore.,"deathgrind, musica_deathgrind",YES
,bn:03703086n,,"death_metal, slamming_death_metal, slam_metal, brutal_death_metal, gore_metal, post-death_metal, carnation, cookie_monster_music, blackened_death, chapel_of_abhorrence, norwegian_death_metal, black_death_music, dead_metal, deathrash, black-death, melodic_blackened_death_metal, proto-death_metal, finnish_death_metal, black/death_metal, death/black_metal, slamming_brutal_death_metal, slam_music, brutal_death, death-metal, cookie_monster_metal, deathmetal, death_metal_music, deth_metal, slam_death_metal, death-thrash, prog_death_metal, death/black, black_death_metal, neo-classical_death_metal",Death metal is an extreme subgenre of heavy metal music.,death_metal ,YES
,bn:03351853n,,"danzón, danzon, danzone, cuba_danzon, danzones, danzonete",Danzón is the official musical genre and dance of Cuba.,"danzón, danzon",YES
,bn:03317971n,,"dance-pop, dance_pop, pop-dance, dancepop, pop_dance",Dance-pop is a popular music subgenre that originated in the early 1980s.,"dance-pop, dance_pop, pop-dance, pop_dance",YES
,bn:03798269n,,"country_rock, country_rock_music, countryrock, country-rock, rock_country, country_metal, 1970s_country_rock, music, country_'n'_roll, electric_country","Country rock is a subgenre of popular music, formed from the fusion of rock and country.","country_rock, country-rock, musica_country_rock, country_metal, electric_country",YES
