wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?
,bn:02956537n,n,"kombu, kombu,_kerala, kombu_pattu",The Kombu or Kompu also known as the Kombu Pattu is a wind instrument in Tamil nadu and Kerala.,YES
,bn:02957714n,n,tonkunst,"Tonkunst, literally ""The Art of Tone"", is an obsolete term in the German language applied for art music of the 19th century, and often used in music history and musical aesthetic representations.",CHECK
,bn:02962081n,n,"chalumeau, chalumeaux, mock_trumpet, pocket_clarinet, shalumo, chalameau",The chalumeau is a single-reed woodwind instrument of the late baroque and early classical eras.,YES
,bn:02963853n,n,"formula_composition, standard","Formula composition is a serially derived technique encountered principally in the music of Karlheinz Stockhausen, involving the projection, expansion, and Ausmultiplikation of either a single melody-formula, or a two- or three-voice contrapuntal construction.",CHECK
,bn:02965712n,n,post-romanticism,Mouvement artistique,CHECK
,bn:02965878n,n,"mexican_son_music, mexican_son, son_mexicano","Son mexicano is a category of Mexican folk music and dance that encompasses various regional genres, all of which are called son.",CHECK
,bn:02966151n,n,"historically_informed_performance, period_performance, historically-informed_performance, performance_practice, authentic_performance, historical_performance, early_instruments, historically_informed_performance_practice, hip, historical_performance_practice, original_instruments","Historically informed performance is an approach to the performance of classical music, which aims to be faithful to the approach, manner and style of the musical era in which a work was originally conceived.",CHECK
,bn:02966367n,n,"bećarac, bećar, becarac","Bećarac is a humorous form of folk song, originally from rural Slavonia, Croatia and eventually spreading into southern Hungary.",CHECK
,bn:02966559n,n,"sixteen-bar_blues, sixteen_bar_blues, 16-bar_blues, 16_bar, 16_bar_blues",The sixteen-bar blues can be a variation on the standard twelve-bar blues or on the less common eight-bar blues.,YES
,bn:02969302n,n,"krez, krezh",The krez is a musical instrument of the Udmurt people of the Russian Urals.,YES
,bn:02976431n,n,"vinyl_emulation_software, digital_vinyl_system, digital_vinyl_software, vinyl_emulation, comparison_of_vinyl_emulation_software, comparison_of_vinyl_emulation_softwares, software_disk_jockey","Vinyl emulation allows a user to physically manipulate the playback of digital audio files on a computer using the turntables as an interface, thus preserving the hands-on control and feel of DJing with vinyl.",CHECK
,bn:02978354n,n,ditonic_scale,A ditonic scale is a musical scale or mode with two notes per octave.,YES
,bn:02982235n,n,"acoustic_music, acoustical_music, acoustic_rock, acoustic_songs, acoustic_song, acoustic, acoustic_version, acoustic_instruments, unplugged, acoustic_pop, acoustic_instrument, acoustic_punk, acoustic_metal","Acoustic music is music that solely or primarily uses instruments that produce sound through acoustic means, as opposed to electric or electronic means.",YES
,bn:02990499n,n,"stile_antico, prima_pratica, prima_prattica","Stile antico, is a term describing a manner of musical composition from the sixteenth century onwards that was historically conscious, as opposed to stile moderno, which adhered to more modern trends.",YES
,bn:02991555n,n,"guangdong_music, music_of_guangdong, cantonese_folk_song",Music of Guangdong is a synthesis of a number of local Guangdong folk music styles.,CHECK
,bn:02993583n,n,"mono, monaural, monophonic, monophonic_audio, monophonic_sound, monoraul, mono_sound, monoaural",Monaural or monophonic sound reproduction is sound intended to be heard as if it were emanating from one position.,YES
,bn:02993918n,n,charanga,A Charanga is a small amateur marching band with wind and percussion instruments that plays festivals mainly in Northern Spain and the Valencian Community.,CHECK
,bn:02994082n,n,, == التعاونات ==,CHECK
,bn:02995838n,n,benta,The benta is a large one-string bamboo zither native to Jamaica.,YES
,bn:02995861n,n,"karaniing, kereb, pergram",The karaniing is a type of bamboo tube zither played among the Orang Asli tribal peoples of Malaysia.,YES
,bn:03000635n,n,flatpicking,Flatpicking is the technique of striking the strings of a guitar with a pick held between the thumb and one or two fingers.,YES
,bn:03001821n,n,"cyclic_mass, motto_mass, cantus_firmus_mass, cantus-firmus_mass","In Renaissance music, the cyclic mass was a setting of the Ordinary of the Roman Catholic Mass, in which each of the movements – Kyrie, Gloria, Credo, Sanctus, and Agnus Dei – shared a common musical theme, commonly a cantus firmus, thus making it a unified whole.",CHECK
,bn:03007883n,n,"hungarian_indie, budapest_indie_music_scene","Budapest indie music scene was the indie music scene of Budapest, Hungary in the 2000s.",CHECK
,bn:03021810n,n,lujon,The lujon is a bass metallophone consisting of individually-pitched metal plates that are attached to the resonance chambers of a partitioned wooden box.,YES
,bn:03022259n,n,"villanella, villanesca, villanesche, canzone_villanesca","In music, a villanella is a form of light Italian secular vocal music which originated in Italy just before the middle of the 16th century.",CHECK
,bn:03028470n,n,"pakhavaj, pakhawaj, pakhvaj, pakhwaj, pakhāvaj, mridang","The pakhavaj is a barrel-shaped, two-headed drum, originating from the Indian subcontinent, a variant and descendant of the older mridangam.",YES
,bn:03028746n,n,"music_of_cyprus, cypriot_music, popular_music_in_cyprus, traditional_music_of_cyprus","The music of Cyprus includes a variety of traditional, Western classical and Western popular genres.",CHECK
,bn:03031683n,n,tabla_tarang,The tabla tarang is a melodic percussion instrument consisting of between ten and sixteen tuned dayan drums.,YES
,bn:03033062n,n,"battaglia, battle_music",A battaglia is a form of Renaissance and Baroque programme music imitating a battle.,YES
,bn:03037703n,n,"theatre_music, theater_music, theatrical_music, scenic_music",Theatre music refers to a wide range of music composed or adapted for performance in theatres.,YES
,bn:03038770n,n,"blackbird, black_stone_violin","The Blackbird, also called the Black Stone Violin, is a full-size playable violin made of black diabase after drawings by Antonio Stradivari, but with technical modifications to allow it to be played.",CHECK
,bn:03040967n,n,road_manager,"In the music industry, a road manager is a person who works with small to mid-sized tours.",YES
,bn:03041204n,n,retrigger,Retriggering is a tracker technique in which a sample is replayed a set number of times within a certain timeframe.,YES
,bn:03043443n,n,"woodwind_section, woodwind_orchestra","The woodwind section, which consists of woodwind instruments, is one of the main sections of an orchestra or concert band.",YES
,bn:03044573n,n,yiddish_song,"Yiddish song is a general description of several genres of music sung in Yiddish which includes songs of Yiddish theatre, Klezmer songs, and ""Yiddish art song"" after the model of the German Lied and French mélodie.",CHECK
,bn:03049255n,n,"dojin_music, doujin_music, dōjin_music, doujin_ongaku","Doujin music, also called otokei doujin in Japan, is a sub-category of doujin activity.",CHECK
,bn:03049545n,n,"missa_solemnis, missa_solennis, messe_solennelle, solemn_mass","Missa solemnis is Latin for solemn mass, and is a genre of musical settings of the mass ordinary, which are festively scored and render the Latin text extensively, opposed to the more modest Missa brevis.",YES
,bn:03049822n,n,"sasaeng_fan, sasaeng","In Asian and specifically South Korean culture, a sasaeng, or sasaeng fan, is an obsessive fan who stalks, or engages in other behaviour constituting an invasion of the privacy of a Korean idol or other public figure.",CHECK
,bn:03053689n,n,staccatissimo,大斷奏（義大利語：Staccatissimo），又稱特斷音，意指把一音符彈得非常短促，程度高於斷音。,CHECK
,bn:03054988n,n,tonada,The tonada is a folk music style of Spain and some countries of Hispanic America.,CHECK
,bn:03062504n,n,"stan, stan_fan, the_nekci_menij_show","A stan is an avid fan and supporter of a celebrity, franchise, film, or group, often a rock/pop musician.",YES
,bn:03063687n,n,"keyed_fiddle, nyckelharpa, nyckelharp, nykleharpa, swedish_keyed_fiddle, key_fiddle, nordic_keyed_fiddle, key_harpa, keyed_harp, key_harp",A nyckelharpa is a traditional Swedish musical instrument.,YES
,bn:03071640n,n,"overblowing, overblow",Overblowing is a technique used while playing a wind instrument that causes the sounded pitch to jump to a higher one primarily through the manipulation of the supplied air rather than by a fingering change or the operation of a slide.,YES
,bn:03073901n,n,"catchiness, catchy, catchy_songs, catchy_music","Catchiness is how easy it is for one to remember a song, tune or phrase.",YES
,bn:03074175n,n,"radio_opera, radio_operas",Radio opera is a genre of opera.,YES
,bn:03077620n,n,zampogna,"Zampogna is a generic term for a number of Italian double chantered pipes that can be found as far north as the southern part of the Marche, throughout areas in Abruzzo, Latium, Molise, Basilicata, Campania, Calabria, and Sicily.",CHECK
,bn:03082114n,n,"transformation, musical_transformation","In music, a transformation consists of any operation or process that may apply to a musical variable, or rhythm in composition, performance, or analysis.",YES
,bn:03082835n,n,"russian_chanson, russian_shanson, shanson","Russian chanson is a neologism for a musical genre covering a range of Russian songs, including city romance songs, author song performed by singer-songwriters, and blatnaya pesnya or ""criminals' songs"" that are based on the themes of the urban underclass and the criminal underworld.",CHECK
,bn:03083153n,n,"cassation, kassation",Cassation is a minor musical genre related to the serenade and divertimento.,CHECK
,bn:03083491n,n,"horror_punk, horror_hardcore, goth_punk, horror_rock, zombie_punk, horror-punk, horrorpunk",Horror punk is a music genre that mixes proto-gothic and punk rock sounds with morbid and violent imagery and lyrics which are often influenced by horror films and science fiction B-movies.,YES
,bn:03083494n,n,"ranchera, rancheras, ranchero_music, canción_ranchera, cancion_ranchera, ranchera_music",Ranchera or canción ranchera is a genre of the traditional music of Mexico.,CHECK
,bn:03083586n,n,"uk_bass, bass_music, post-dubstep","UK bass, also called bass music, is club music that emerged in the United Kingdom during the mid-2000s under the influence of diverse genres such as house, grime, dubstep, UK garage, R&B, and UK funky.",CHECK
,bn:03083688n,n,"turkish_pop_music, turkpop, popular_music_in_turkey, turkish_pop","Turkish pop music had its beginnings in the late 1950s with Turkish cover versions of a wide range of imported popular styles, including rock and roll, tango, and jazz.",CHECK
,bn:03085179n,n,"double_neck_guitars, multi-neck_guitar, double_neck_guitar, muilty_necked_bass_guitar, 6/12-string_guitar, doubleneck, double-neck_guitars, double-neck, multi-necked_bass_guitar, doubleneck_guitar, twin-neck_guitar, double_necked_guitar, double-necked_guitars, double-headed_guitar, double_guitar, 12/6-string_guitar, 18-string_guitar, quad_guitar, double-neck_guitar",A multi-neck guitar is a guitar that has multiple fingerboard necks.,YES
,bn:03085437n,n,"video_tape_recorder, vtr, video_tape_recording, video_tape_recorders, video_tape_machine, videotape_recorder, videotape_machine",A video tape recorder is a tape recorder designed to record and play back video and audio material from magnetic tape.,YES
,bn:03086087n,n,"piano_roll, buffalo_convention, piano_rolls, piano-roll","A piano roll is a music storage medium used to operate a player piano, piano player or reproducing piano.",YES
,bn:03086320n,n,"peyote_song, peyote_songs, peyote_music","Peyote songs are a form of Native American music, now most often performed as part of the Native American Church.",CHECK
,bn:03086309n,n,"novelty_dance, fad_dance, dance_craze, novelty_and_fad_dances, list_of_dance_crazes, novelty_&_fad_dances, novelty/fad_dance, dance_fad, list_of_novelty_dances, list_of_fad_dances",Novelty and fad dances are dances which are typically characterized by a short burst of popularity.,YES
,bn:03089828n,n,"folk_music_of_england, music_of_england, english_folk_music, east_anglian_music, timeline_of_trends_in_music_from_the_united_kingdom, english_folk_song, traditional_music_of_england, west_country_music, english_folk, english_folk-song, music_of_the_west_country, cockney_music","The folk music of England is a tradition-based music, which has existed since the later medieval period.",CHECK
,bn:03090563n,n,"shinobue, 篠笛, takebue",The shinobue is a Japanese transverse flute or fue that has a high-pitched sound.,YES
,bn:03091003n,n,punk_house,A punk house is a dwelling occupied by members of the punk subculture.,CHECK
,bn:03091164n,n,"staccato, stacatto, 𝅾, 𝅼, puntato, stakato, stocatto, pontar, staccatissimo, stacato, staccatto",Staccato is a form of musical articulation.,YES
,bn:03091185n,n,"legato, gebunden, lié","In music performance and notation, legato indicates that musical notes are played or sung smoothly and connected.",YES
,bn:03091587n,n,"anatolian_rock, turkish_rock_music, anadolu_rock, turkish_rock, rock_music_in_turkey, anatolian_rock_music","Anatolian rock, also known as Turkish rock, is a fusion of Turkish folk and rock music.",CHECK
,bn:03092356n,n,"piano_quartet, piano_quartets","A group of four players, including a piano player, a violin player, a viola player and a cello player.",YES
,bn:03093141n,n,"heavy_metal_subculture, hessian, metal_culture, heavy_metal_culture, metal_subculture, heavy_metal_community, metal_community",Fans of heavy metal music have created their own subculture that encompasses more than just appreciation of the style of music.,CHECK
,bn:03093384n,n,"ōtsuzumi, otsuzumi, the_ōtsuzumi","The Ōtsuzumi, also known as the Ōkawa, is an hourglass-shaped Japanese drum.",YES
,bn:03093616n,n,dangdut,"Dangdut is a genre of Indonesian folk music that is partly derived and fused from Hindustani, Arabic music and to lesser extent, Malay and local folk music.",CHECK
,bn:03093724n,n,unmeasured_prelude,Unmeasured or non-measured prelude is a prelude in which the duration of each note is left to the performer.,YES
,bn:03093740n,n,"print-through, post-print, pre-print, tape_print-through","Print-through is a generally undesirable effect that arises in the use of magnetic tape for storing analog information, in particular music, caused by contact transfer of signal patterns from one layer of tape to another.",CHECK
,bn:03093952n,n,"call_and_response, question, answer, call_and_response_in_music, call-and-response, call_&_response","In music, a call and response is a succession of two distinct phrases usually written in different parts of the music, where the second phrase is heard as a direct commentary on or in response to the first.",YES
,bn:03094945n,n,"ballet, ballet_music, ballet_composers, ballet_score","Ballet as a music form progressed from simply a complement to dance, to a concrete compositional form that often had as much value as the dance that went along with it.",YES
,bn:03094896n,n,"freestyle_rap, freestyling, cypher, freestyle_battle/mergefrom_battle_rap, freestyle_rapper, freestyle_rappers, freestyle_battles, freestyle_battle/mergefrom_battle_rapper, total_slaughter, freestyle_rapping, freestyle_battle, freestyle_raps",A form of rapping in which the emcee makes up lyrics while rapping.,YES
,bn:03095115n,n,"crowd_surfing, body_surfing, crowd-surfing, crowd_surf, boost, crowdsurf, crowdsurfing","Crowd surfing is the process in which a person is passed overhead from person to person, transferring the person from one part of the venue to another.",YES
,bn:03095106n,n,"stage_diving, stage-dive, stagedive, stagediving, stage-diving","Stage diving is the act of leaping from a concert stage onto the crowd below, which occasionally causes serious injuries.",YES
,bn:03095983n,n,"football_song, football_chant, football_chants, terrace_chant, soccer_chants, football_music, football_chanting, if_you're_all_going_to_wembley_clap_your_hands, ooh_aah_chants, football_musics, football_songs, soccer_chant",A football chant or terrace chant is a song or chant usually sung at association football matches by fans.,YES
,bn:03096231n,n,piano_solo,The piano is often used to provide harmonic accompaniment to a voice or other instrument.,YES
,bn:03097699n,n,singjay,Singjaying is a Jamaican style of reggae vocals combining toasting and singing in an elastic format that encourages rhythmically compelling and texturally impressive vocal embellishments.,CHECK
,bn:03098449n,n,"luthéal, lutheal, jeu_de_harpe_tirée, piano_luthéal","The luthéal is a kind of hybrid piano which extended the ""register"" possibilities of a piano by producing cimbalon-like sounds in some registers, exploiting harmonics of the strings when pulling other register-stops, and also some registers making other objects, which were lowered just above the strings, resound.",YES
,bn:03099788n,n,kannel,"Kannel is an Estonian plucked string instrument belonging to the Baltic box zither family known as the Baltic psaltery along with Finnish kantele, Latvian kokles, Lithuanian kanklės, and Russian gusli.",YES
,bn:03099905n,n,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",CHECK
,bn:03100224n,n,"yunluo, yuen-lo, yun-lo, yuen_lo, yün-lo, yün_lo, shimianluo, yun_lo","The yunluo, is a traditional Chinese musical instrument.",YES
,bn:03100237n,n,"goregrind, pathogrind, goregrind_music, hardgore, gorecore, gore-grind",Goregrind is a fusion genre of grindcore and death metal.,CHECK
,bn:03100301n,n,"dangak, tangak, tanguk, dang-ak, danguk, pacing_the_void, tang-ak, springtime_in_luoyang",Dangak is a genre of traditional Korean court music.,CHECK
,bn:03101468n,n,"off-key, off_key, offkey, off-note","Off-key is musical content that is not at the expected frequency or pitch period, either with respect to some absolute reference frequency, or in a ratiometric sense, or pitch intervals not well-defined in the ratio of small whole numbers.",YES
,bn:03102621n,n,"new_jack_swing, swingbeat, new_jack_swing_music, jackswing, nu_jack_swing",New jack swing or swingbeat is a fusion genre spearheaded by Teddy Riley and Bernard Belle.,CHECK
,bn:03103194n,n,salon_music,Salon music was a popular music genre in Europe during the 19th century.,YES
,bn:03103700n,n,"lyrics, song_lyrics, song_lyric, shifter, lyric, poem_and_song, songwords, music_lyrics, musical_lyrics, lyrica, lyrisc, meaning_of_lyrics","Lyrics are words that make up a song, usually consisting of verses and choruses.",YES
,bn:03105021n,n,"sikh_music, gurmat_sangeet, shabad_kirtan, sikh_kirtan",A raga or raag is a complex structure of musical melody used in Indian classical music.,YES
,bn:03105489n,n,"anti-folk, antifolk, unfolk, list_of_musicians_of_anti-folk, un-folk, anti_folk, list_of_anti-folk_bands_and_musicians","Anti-folk is a music genre that arose in the 1980s in reaction to the remnants of the 1960s folk music scene, to mock the perceived seriousness of the time's mainstream music scene, with the intention to shock and protest.",CHECK
,bn:03105791n,n,"music_manuscript, musical_manuscript",Music manuscripts are handwritten sources of music.,YES
,bn:03106681n,n,"gongche_notation, gongchi_notation, gongchipu, gongchepu, gongche_pu, gongche, gongchi_pu, gongchi","Gongche notation or gongchepu is a traditional musical notation method, once popular in ancient China.",YES
,bn:03107556n,n,"kwaito, namibian_kwaito, south_african_kwaito","Kwaito is a music genre that emerged in Johannesburg, South Africa, during the 1990s.",CHECK
,bn:03108259n,n,palm_court,"A palm court is a large atrium with palm trees, usually in a prestigious hotel, where functions are staged, notably tea dances.",CHECK
,bn:03109735n,n,left-hand_muting,"Left-hand muting is a performance technique for stringed instruments, where the vibration of a string is damped by the left hand.",YES
,bn:03110605n,n,"kagul, tagungtung, bantula, tagutok, kuratung","Also called tagutok, bantula or tagungtung and kuratung.",YES
,bn:03111742n,n,"emancipation_of_the_dissonance, emancipation_of_dissonance","The emancipation of the dissonance was a concept or goal put forth by composer Arnold Schoenberg and others, including his pupil Anton Webern.",CHECK
,bn:03111886n,n,"brazilian_hip_hop, brazilian_rap",Brazilian hip hop is a national music genre in Brazil.,CHECK
,bn:03112423n,n,"program_note, concert_program, program, programme, programme_notes, musical_program, musical_programme, program_notes, programme_note, concert, concert_programme","A concert program is a selection and ordering, or programming, of pieces to be performed at an occasion, or concert.",YES
,bn:03112585n,n,ewe_drumming,"Ewe drumming refers to the drumming ensembles of the Ewe people of Ghana, Togo, and Benin.",CHECK
,bn:03112617n,n,instrument-switch,Instrument-switching is a practice of live musicians in which musicians trade their instruments and perform with an instrument with which they are usually not associated.,CHECK
,bn:03112997n,n,"italian_classical_music, art_music_of_italy, classical_music_in_italy",Optional.empty,CHECK
,bn:03113006n,n,"italian_popular_music, popular_music_in_italy, popular_music_of_italy, italian_pop_music, musica_leggera","The expression Italian popular music refers to the musical output which is not usually considered academic or Classical music but rather have its roots in the popular traditions, and it may be defined in two ways: it can either be defined in terms of the current geographical location of the Italian Republic with the exceptions of the Germanic South Tyrol and the eastern portion of Friuli Venezia Giulia; alternatively, it can be defined as the music produced by all those people who consider themselves as Italians and openly or implicitly refer to this belief.",CHECK
,bn:03113002n,n,"italian_folk_music, folk_music_of_italy, traditional_music_of_italy, folk_and_popular_music_of_italy",Italian folk music has a deep and complex history.,CHECK
,bn:03114876n,n,"scottish_gaelic_punk, gaelic_punk",Scottish Gaelic punk is a subgenre of punk rock in which bands sing some or all of their music in Scottish Gaelic.,CHECK
,bn:03115366n,n,"mechanical_license, mechanical_licensing, mechanical_rights","In copyright law, a mechanical license is a license from the holder of a copyright of a composition or musical work, to another party to ""cover song"", reproduce, or sample a portion of the original composition.",YES
,bn:03115537n,n,vallenato-salsa,Vallenato-salsa is a style of salsa music associated with Colombia.,CHECK
,bn:03116771n,n,color_guard,Color guards or flag corps are teams of performers who perform choreographed dances and routines with various equipment to enhance and interpret the music of the marching band show.,YES
,bn:03117862n,n,"reggaeton, reggaetón, reggeaton, cubaton, reggueton, reaggaton, cuban_reggaeton, fussion_music, regueton, underground_reggaeton, reggaton, salsatón, reguetón, melaza, latino_urban, reggaetón_music, latin_reggae, 2000s_reggaeton, den_bow, ragaeton, cubatón","Reggaeton, also known as reggaetón and reguetón, is a music style that originated in Puerto Rico during the mid-1990s.",YES
,bn:03118097n,n,"whamola, wambola",The Whamola is a bass instrument used in funk-jazz styles of music.,YES
,bn:03119988n,n,"visual_music, colour_music, color_music","Visual music, sometimes called colour music, refers to the use of musical structures in visual imagery, which can also include silent films or silent Lumia work.",YES
,bn:03120087n,n,"cowbell, almglocken, cowbellist, alpine_bell, cowbells",The cowbell is an idiophone hand percussion instrument used in various styles of music including salsa and infrequently in popular music.,YES
,bn:03120526n,n,"goje, nyanyeru, gonje","The goje is one of the many names for a variety of one or two-stringed fiddles from West Africa, almost exclusively played by ethnic groups inhabiting the Sahel and Sudan sparsely vegetated grassland belts leading to the Sahara.",YES
,bn:03120865n,n,"maggio_drammatico, maggio_dramatico","Literally, ""plays of May"" the Maggio drammatico refers to medieval musical and dramatic rituals at planting time in central Italy, typical of many agrarian societies.",CHECK
,bn:03121407n,n,"kachāshī, katcharsee, kachaashii, kachashi","Kachāshī, sometimes romanized as katcharsee, is a form of festive Okinawan folk dance.",YES
,bn:03122969n,n,physharmonica,"The physharmonica is a keyboard instrument fitted with free reeds, a kind of harmonium much used in Germany in the early 20th century.",YES
,bn:03123971n,n,"tambourin, tambour_de_basque, tambourin_de_provence",The tambourin is a Provençal dance accompanied by lively duple meter music.,YES
,bn:03129184n,n,"erhu, erh-hu, urheen, chinese_violin, erh_hu, ehru, urhien, urhheen, er_hu, er-hu, 二胡","The erhu, is a two-stringed bowed musical instrument, more specifically a spike fiddle, which may also be called a Southern Fiddle, and is sometimes known in the Western world as the Chinese violin or a Chinese two-stringed fiddle.",YES
,bn:03129755n,n,"jingling_johnny, turkish_crescent, turkish_jingle, chinesco, jingling_johnnie, schellenbaum, pavillon_chinois, chapeau_chinois, masacalla, chinese_pavilion, cevgen, chinese_crescent","A Turkish crescent,",YES
,bn:03130080n,n,ragga_jungle,Subgenre of oldschool jungle,CHECK
,bn:03131093n,n,"sámi_music, sami_music, saami_music, lapp_music, joikers, music_of_sámiland, music_of_lappland, joiker, music_of_lapland, music_of_samiland",In traditional Sámi music songs and joiks are important musical expressions of the Sámi people and Sámi languages.,CHECK
,bn:03131724n,n,"daf, dap, dafli, dap_drum, dap_drums","The daf, is a large Kurdish and Persian frame drum used in popular and classical music.",YES
,bn:03132071n,n,traditional_bluegrass,"Traditional bluegrass, as the name implies, emphasizes the traditional elements of bluegrass music, and stands in contrast to progressive bluegrass.",YES
,bn:03132378n,n,"duffmuttu, duff_muttu, dhub_muttu, daffmuttu",Duffmuttu is an art form prevalent in the Malabar region of the state of Kerala in south India.,YES
,bn:03132381n,n,audio_restoration,Audio restoration is a generalized term for the process of removing imperfections from sound recordings.,YES
,bn:03132784n,n,dhantal,"The dhantal is a long steel rod based percussion instrument, which was adapted from the iron ""bows"" that yoked the oxen that pulled the carts on the estates in Guyana, Suriname, Jamaica, Trinidad and Tobago, other parts of the Caribbean, Fiji, Mauritius, and South Africa.",YES
,bn:03132980n,n,"rock_musical, rock-musical, rock_musicals",A rock musical is a musical theatre work with rock music.,YES
,bn:03134553n,n,"organum, magadizing, magadize, organum_quadruplum","Organum is, in general, a plainchant melody with at least one added voice to enhance the harmony, developed in the Middle Ages.",YES
,bn:03135135n,n,"standard_tuning, a9sus4/e, em7add11, eadgbe","In music, standard tuning refers to the typical tuning of a string instrument.",YES
,bn:03135168n,n,"techstep, skullstep, tech-step, tech_step",Techstep is a dark subgenre of drum and bass that was created in the mid-1990s.,CHECK
,bn:03135585n,n,"lambada, forbidden_dance, baile_prohibido","Lambada is a dance from Pará, Brazil.",CHECK
,bn:03136177n,n,"filmi_music, filmi, filmi_song, indian_film_music",Filmi music soundtracks are music produced for India's mainstream motion picture industry and written and performed for Indian cinema.,YES
,bn:03136666n,n,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",YES
,bn:03137750n,n,"verbunkos, hongroise, verbuňk, slovácko_verbuňk, verbunko, verbunk","Verbunkos, other spellings being Verbounko, Verbunko, Verbunkas, Werbunkos, Werbunkosch, Verbunkoche; sometimes known simply as the hongroise or ungarischer Tanz is an 18th-century Hungarian dance and music genre.",CHECK
,bn:03138008n,n,"new_musicology, new_musicologist","New musicology is a wide body of musicology since the 1980s with a focus upon the cultural study, aesthetics, criticism, and hermeneutics of music.",CHECK
,bn:03139107n,n,"a_capriccio, following_one's_fancy, a_capríccio",A capriccio a kkaˈprittʃo is a tempo marking indicating a free and capricious approach to the tempo of the piece.,YES
,bn:03139545n,n,modern_soul,"Modern soul is a style of music with associated clothing and dance styles, that developed in Northern England in the early 1970s.",CHECK
,bn:03139730n,n,"chanson, chanson_française, medieval_chanson, renaissance_chanson, chansons, modern_chanson, mama_olangi_wosho, chansonnier, chansonnière, chansonette","A chanson is in general any lyric-driven French song, usually polyphonic and secular.",YES
,bn:03140307n,n,erxian,The erxian is a Chinese bowed string instrument in the huqin family of instruments.,YES
,bn:03140514n,n,"orchestral_percussion, classical_percussion, orchestra_percussionist",Orchestral percussion are percussion instruments used in orchestras and concert bands mainly in classical music and related styles.,YES
,bn:03140881n,n,kalindula,Kalindula is a kind of bass guitar which gives its name to a style of popular music in southern-central Africa.,YES
,bn:03141505n,n,"duxianqin, 独弦琴, duxian_qin, dixianqin, du_xian_qin, dúxiánqín","The duxianqin is a Chinese plucked string instrument with only one string; it is nearly identical to the Vietnamese đàn bầu, from which it likely was derived.",YES
,bn:03141854n,n,"extended_technique, key_slap, instrument_modifications_&_extended_performing_techniques, extended_techniques","In music, extended technique is unconventional, unorthodox, or non-traditional methods of singing or of playing musical instruments employed to obtain unusual sounds or timbres.",YES
,bn:03142162n,n,"performing_rights, play_rights, performance_rights, performing_right, performance_right",Performing rights are the right to perform music in public.,YES
,bn:03143648n,n,"heterophony, heterophonically, polyphonic_stratification, heterophonic","In music, heterophony is a type of texture characterized by the simultaneous variation of a single melodic line.",YES
,bn:03143774n,n,"hyōshigi, hyoshigi","The hyōshigi is a simple Japanese musical instrument, consisting of two pieces of hardwood or bamboo often connected by a thin ornamental rope.",YES
,bn:03143965n,n,"music_history_of_the_united_states_in_the_1970s, music_history_of_the_united_states, music_of_the_united_states",Popular music of the United States in the 1970s saw various forms of pop music dominating the charts.,CHECK
,bn:03143968n,n,"music_history_of_the_united_states_in_the_1980s, music_of_the_united_states, 1980s_soft_rock, music_history_of_the_united_states, 1980s_light_rock","Popular music of the United States in the 1980s saw heavy metal, country music, Top40 hits, hip hop, MTV, CMJ, and new wave as mainstream.",CHECK
,bn:03144061n,n,"pelog, pelog_bem, laras_pelog, pelog_selisir, pelog_barang, pélog","Pelog is one of the two essential scales of gamelan music native to Bali, Sundanese and Java, in Indonesia.",CHECK
,bn:03144207n,n,bump,The Bump is a form of popular dance introduced in the 1970s.,YES
,bn:03144372n,n,"sopila, sopele","The sopile is an ancient traditional woodwind instrument of Croatia, similar to the oboe or shawm.",YES
,bn:03144556n,n,"slendro, slendro_scale, slendro-djawar_scale, slendro-djawar, sléndro","Slendro is a pentatonic scale, Play the older of the two most common scales used in Indonesian gamelan music, the other being pélog.",YES
,bn:03144600n,n,"homorhythm, heterorhythm, homometric, heterometer, isometer, ''_homorhythm_'', homometer, familiar_style, homometre, heterometric, heterorhythmic, homorhythmic, heterometre","In music, homorhythm is a texture where there is a ""sameness of rhythm in all parts"" or ""very similar rhythm"" as would be used in simple hymn or chorale settings.",YES
,bn:03144901n,n,"music_of_ancient_greece, ancient_greek_music, anicent_greek_music, music_in_ancient_greece","The music of ancient Greece was almost universally present in ancient Greek society, from marriages, funerals, and religious ceremonies to theatre, folk music, and the ballad-like reciting of epic poetry.",CHECK
,bn:03145344n,n,"native_american_music, indigenous_music_of_north_america, american_indian_music, native_american_and_first_nations_music, native_american, indian_folk_music, native_american_drums, traditional_indian_music, amerindian_music, native-american_music, native_american_indian_music, north_american_indian_music, native_american_drumming","Indigenous music of North America, which includes American Indian music or Native American music, is the music that is used, created or performed by Indigenous peoples of North America, including Native Americans in the United States and Aboriginal peoples in Canada, Indigenous peoples of Mexico, and other North American countries—especially traditional tribal music, such as Pueblo music and Inuit music.",CHECK
